seed_run,fold_test_year,disease,disease_id,w_tcn,w_bilstm,w_transformer
42,2020,Mpox,5,0.3049969971179962,0.3102961480617523,0.3847068250179291
42,2020,Yellow Fever,6,0.30168360471725464,0.3082803189754486,0.39003610610961914
42,2020,AFP,0,0.3149486780166626,0.335178017616272,0.34987327456474304
42,2020,CSM,1,0.31563758850097656,0.3353722393512726,0.34899014234542847
42,2020,Cholera,2,0.31498417258262634,0.3327486515045166,0.35226720571517944
42,2020,Lassa Fever,3,0.3182978928089142,0.3393179178237915,0.3423841595649719
42,2020,Measles,4,0.3130189776420593,0.32769834995269775,0.3592827320098877
42,2020,Mpox,5,0.31498849391937256,0.331921249628067,0.3530902564525604
42,2020,Yellow Fever,6,0.31270700693130493,0.3288799524307251,0.3584129810333252
42,2020,AFP,0,0.30203571915626526,0.34453582763671875,0.3534284830093384
42,2020,CSM,1,0.3035118579864502,0.3448251485824585,0.35166290402412415
42,2020,Cholera,2,0.30259084701538086,0.34200865030288696,0.35540056228637695
42,2020,Lassa Fever,3,0.3063814043998718,0.3488864600658417,0.3447321355342865
42,2020,Measles,4,0.30039453506469727,0.33743414282798767,0.36217132210731506
42,2020,Mpox,5,0.30260714888572693,0.3411792814731598,0.3562135696411133
42,2020,Yellow Fever,6,0.300428181886673,0.33819523453712463,0.3613766133785248
42,2020,AFP,0,0.2829461097717285,0.32554706931114197,0.3915068507194519
42,2020,CSM,1,0.2847265303134918,0.32499614357948303,0.39027729630470276
42,2020,Cholera,2,0.28506436944007874,0.3253970444202423,0.3895385265350342
42,2020,Lassa Fever,3,0.2856937646865845,0.3265862762928009,0.387719988822937
42,2020,Measles,4,0.28061291575431824,0.3223414123058319,0.39704567193984985
42,2020,Mpox,5,0.2833174467086792,0.3204064667224884,0.39627605676651
42,2020,Yellow Fever,6,0.28198957443237305,0.3220338523387909,0.39597663283348083
42,2020,AFP,0,0.27645760774612427,0.3204473853111267,0.4030950665473938
42,2020,CSM,1,0.2776593565940857,0.3212968111038208,0.40104377269744873
42,2020,Cholera,2,0.27960023283958435,0.321477472782135,0.398922324180603
42,2020,Lassa Fever,3,0.2809004783630371,0.32309144735336304,0.39600807428359985
42,2020,Measles,4,0.2741103768348694,0.31689518690109253,0.40899449586868286
42,2020,Mpox,5,0.2756118178367615,0.3146222233772278,0.40976589918136597
42,2020,Yellow Fever,6,0.2769356667995453,0.3175984025001526,0.4054659605026245
42,2020,AFP,0,0.2809445559978485,0.2727036476135254,0.4463518559932709
42,2020,CSM,1,0.2823799252510071,0.2737838923931122,0.4438362121582031
42,2020,Cholera,2,0.2822367548942566,0.2719865143299103,0.4457767903804779
42,2020,Lassa Fever,3,0.28444069623947144,0.274132639169693,0.4414266049861908
42,2020,Measles,4,0.2775990962982178,0.270422101020813,0.4519788324832916
42,2020,Mpox,5,0.2803514897823334,0.26889413595199585,0.450754314661026
42,2020,Yellow Fever,6,0.28003570437431335,0.26852118968963623,0.4514431357383728
42,2020,AFP,0,0.27856045961380005,0.29235970973968506,0.4290798604488373
42,2020,CSM,1,0.28049853444099426,0.29372283816337585,0.4257786273956299
42,2020,Cholera,2,0.2795444130897522,0.291329562664032,0.42912599444389343
42,2020,Lassa Fever,3,0.2835904359817505,0.29468637704849243,0.4217231273651123
42,2020,Measles,4,0.2774848937988281,0.2896531820297241,0.43286192417144775
42,2020,Mpox,5,0.2795948088169098,0.2895522713661194,0.4308529496192932
42,2020,Yellow Fever,6,0.2769549787044525,0.2884822487831116,0.4345628023147583
42,2020,AFP,0,0.3127778172492981,0.3026660680770874,0.3845560848712921
42,2020,CSM,1,0.31428423523902893,0.2996113896369934,0.38610440492630005
42,2020,Cholera,2,0.3147614002227783,0.3036508560180664,0.3815877437591553
42,2020,Lassa Fever,3,0.31819480657577515,0.3046662211418152,0.3771389424800873
42,2020,Measles,4,0.31143397092819214,0.300855815410614,0.38771024346351624
42,2020,Mpox,5,0.3132840692996979,0.29717764258384705,0.3895382881164551
42,2020,Yellow Fever,6,0.3113839328289032,0.29934513568878174,0.38927093148231506
42,2020,AFP,0,0.3234330415725708,0.29730913043022156,0.3792578876018524
42,2020,CSM,1,0.32442355155944824,0.2956410348415375,0.3799353539943695
42,2020,Cholera,2,0.32555583119392395,0.29818469285964966,0.3762595057487488
42,2020,Lassa Fever,3,0.32632070779800415,0.3025062382221222,0.37117308378219604
42,2020,Measles,4,0.3217020630836487,0.29545825719833374,0.3828396797180176
42,2020,Mpox,5,0.3220966160297394,0.29441162943840027,0.38349178433418274
42,2020,Yellow Fever,6,0.3223910331726074,0.29359421133995056,0.384014755487442
42,2020,AFP,0,0.30476662516593933,0.23926836252212524,0.45596495270729065
42,2020,CSM,1,0.30597031116485596,0.2395533174276352,0.45447638630867004
42,2020,Cholera,2,0.3060972988605499,0.23969990015029907,0.454202800989151
42,2020,Lassa Fever,3,0.309085875749588,0.24245750904083252,0.44845661520957947
42,2020,Measles,4,0.30322709679603577,0.2362920194864273,0.46048083901405334
42,2020,Mpox,5,0.3030630052089691,0.23549778759479523,0.4614392817020416
42,2020,Yellow Fever,6,0.30273887515068054,0.23546555638313293,0.4617956280708313
42,2020,AFP,0,0.3083944022655487,0.22802264988422394,0.46358296275138855
42,2020,CSM,1,0.3081950545310974,0.2281246781349182,0.46368035674095154
42,2020,Cholera,2,0.3084060251712799,0.22827672958374023,0.46331724524497986
42,2020,Lassa Fever,3,0.31185677647590637,0.23099856078624725,0.4571446478366852
42,2020,Measles,4,0.30613479018211365,0.22506073117256165,0.4688045084476471
42,2020,Mpox,5,0.30502769351005554,0.22417394816875458,0.4707983732223511
42,2020,Yellow Fever,6,0.30340448021888733,0.22397343814373016,0.4726221263408661
42,2020,AFP,0,0.3230438530445099,0.22899121046066284,0.44796496629714966
42,2020,CSM,1,0.32173728942871094,0.22783155739307404,0.45043113827705383
42,2020,Cholera,2,0.32446151971817017,0.22963117063045502,0.4459072947502136
42,2020,Lassa Fever,3,0.3259057104587555,0.2316403090953827,0.44245392084121704
42,2020,Measles,4,0.32109710574150085,0.22601470351219177,0.45288825035095215
42,2020,Mpox,5,0.31878867745399475,0.22500665485858917,0.45620468258857727
42,2020,Yellow Fever,6,0.3192978799343109,0.22515040636062622,0.45555174350738525
42,2021,AFP,0,0.19739702343940735,0.4777873456478119,0.3248156011104584
42,2021,CSM,1,0.2695258557796478,0.4182339310646057,0.31224024295806885
