horizon,variant,mean,std,count
1,learned_gate,0.9974419562792292,0.5794709090892259,147
1,uniform_gate,0.9936755746603012,0.5949891127715641,147
4,learned_gate,1.0250023642973023,0.6250377092167541,147
4,uniform_gate,1.0581335107079979,0.6720170868417714,147
8,learned_gate,1.0869668878260113,0.7093439557088345,147
8,uniform_gate,1.0877460450136742,0.6877843865576787,147
