disease,MAE,n,variant,seed_run,fold_test_year,horizon
Cholera,1.5414403676986694,52,learned_gate,123,2025,4
Lassa Fever,0.41200363636016846,52,learned_gate,123,2025,4
Measles,1.6967295408248901,52,learned_gate,123,2025,4
Mpox,1.884488821029663,52,learned_gate,123,2025,4
Yellow Fever,0.6569269895553589,52,learned_gate,123,2025,4
AFP,0.6145232915878296,52,uniform_gate,123,2025,4
CSM,1.7980486154556274,52,uniform_gate,123,2025,4
Cholera,1.6058210134506226,52,uniform_gate,123,2025,4
Lassa Fever,0.46519705653190613,52,uniform_gate,123,2025,4
Measles,1.6521233320236206,52,uniform_gate,123,2025,4
Mpox,1.9917092323303223,52,uniform_gate,123,2025,4
Yellow Fever,0.6520863175392151,52,uniform_gate,123,2025,4
AFP,1.6948165893554688,9,learned_gate,123,2026,4
CSM,0.3888365924358368,9,learned_gate,123,2026,4
Cholera,1.8449445962905884,9,learned_gate,123,2026,4
Lassa Fever,0.6180744767189026,9,learned_gate,123,2026,4
Measles,0.6379644870758057,9,learned_gate,123,2026,4
Mpox,0.4305093586444855,9,learned_gate,123,2026,4
Yellow Fever,0.8524019718170166,9,learned_gate,123,2026,4
AFP,1.9781112670898438,9,uniform_gate,123,2026,4
CSM,0.4224439859390259,9,uniform_gate,123,2026,4
Cholera,2.6355409622192383,9,uniform_gate,123,2026,4
Lassa Fever,0.4841081202030182,9,uniform_gate,123,2026,4
Measles,1.1494406461715698,9,uniform_gate,123,2026,4
Mpox,0.3634418249130249,9,uniform_gate,123,2026,4
Yellow Fever,1.1371513605117798,9,uniform_gate,123,2026,4
AFP,0.3400132656097412,50,learned_gate,2024,2020,4
CSM,1.113579511642456,50,learned_gate,2024,2020,4
Cholera,2.201245069503784,50,learned_gate,2024,2020,4
Lassa Fever,0.6210161447525024,50,learned_gate,2024,2020,4
Measles,1.1699062585830688,50,learned_gate,2024,2020,4
Mpox,0.9460806250572205,50,learned_gate,2024,2020,4
Yellow Fever,1.0519846677780151,50,learned_gate,2024,2020,4
AFP,0.3813372850418091,50,uniform_gate,2024,2020,4
CSM,1.162183165550232,50,uniform_gate,2024,2020,4
Cholera,2.298255681991577,50,uniform_gate,2024,2020,4
Lassa Fever,0.6337437033653259,50,uniform_gate,2024,2020,4
Measles,1.2552728652954102,50,uniform_gate,2024,2020,4
Mpox,1.017733097076416,50,uniform_gate,2024,2020,4
Yellow Fever,1.0880463123321533,50,uniform_gate,2024,2020,4
AFP,0.45304369926452637,27,learned_gate,2024,2021,4
CSM,0.8451008796691895,27,learned_gate,2024,2021,4
Cholera,2.385885000228882,27,learned_gate,2024,2021,4
Lassa Fever,0.33874207735061646,27,learned_gate,2024,2021,4
Measles,0.4884757995605469,27,learned_gate,2024,2021,4
Mpox,0.5974746346473694,27,learned_gate,2024,2021,4
Yellow Fever,0.51410311460495,27,learned_gate,2024,2021,4
AFP,0.40651342272758484,27,uniform_gate,2024,2021,4
CSM,0.7377674579620361,27,uniform_gate,2024,2021,4
Cholera,2.737248420715332,27,uniform_gate,2024,2021,4
Lassa Fever,0.2705499529838562,27,uniform_gate,2024,2021,4
Measles,0.5641281008720398,27,uniform_gate,2024,2021,4
Mpox,0.6317893862724304,27,uniform_gate,2024,2021,4
Yellow Fever,0.43195265531539917,27,uniform_gate,2024,2021,4
AFP,0.30512765049934387,15,learned_gate,2024,2022,4
CSM,0.6312097907066345,15,learned_gate,2024,2022,4
Cholera,1.2794467210769653,15,learned_gate,2024,2022,4
Lassa Fever,0.20885597169399261,15,learned_gate,2024,2022,4
Measles,0.5482843518257141,15,learned_gate,2024,2022,4
Mpox,2.35859751701355,15,learned_gate,2024,2022,4
Yellow Fever,0.6686344742774963,15,learned_gate,2024,2022,4
AFP,0.35027870535850525,15,uniform_gate,2024,2022,4
CSM,0.5890142917633057,15,uniform_gate,2024,2022,4
Cholera,1.5973854064941406,15,uniform_gate,2024,2022,4
Lassa Fever,0.22241045534610748,15,uniform_gate,2024,2022,4
Measles,0.6281434297561646,15,uniform_gate,2024,2022,4
Mpox,2.4735474586486816,15,uniform_gate,2024,2022,4
Yellow Fever,0.5409695506095886,15,uniform_gate,2024,2022,4
AFP,0.8133458495140076,22,learned_gate,2024,2023,4
CSM,1.191627860069275,22,learned_gate,2024,2023,4
Cholera,0.9585517644882202,22,learned_gate,2024,2023,4
Lassa Fever,0.32395613193511963,22,learned_gate,2024,2023,4
Measles,1.5324351787567139,22,learned_gate,2024,2023,4
Mpox,1.7589049339294434,22,learned_gate,2024,2023,4
Yellow Fever,0.6415128111839294,22,learned_gate,2024,2023,4
AFP,0.7691484093666077,22,uniform_gate,2024,2023,4
CSM,1.2750787734985352,22,uniform_gate,2024,2023,4
Cholera,1.0196439027786255,22,uniform_gate,2024,2023,4
Lassa Fever,0.2973003685474396,22,uniform_gate,2024,2023,4
Measles,1.650595784187317,22,uniform_gate,2024,2023,4
Mpox,1.7356799840927124,22,uniform_gate,2024,2023,4
Yellow Fever,0.626760721206665,22,uniform_gate,2024,2023,4
AFP,0.6134638786315918,42,learned_gate,2024,2024,4
CSM,1.8632757663726807,42,learned_gate,2024,2024,4
Cholera,1.3202909231185913,42,learned_gate,2024,2024,4
Lassa Fever,0.7089422941207886,42,learned_gate,2024,2024,4
Measles,0.9884248375892639,42,learned_gate,2024,2024,4
Mpox,1.7690232992172241,42,learned_gate,2024,2024,4
Yellow Fever,0.5588980317115784,42,learned_gate,2024,2024,4
AFP,0.5855323672294617,42,uniform_gate,2024,2024,4
CSM,1.7899974584579468,42,uniform_gate,2024,2024,4
Cholera,2.074387788772583,42,uniform_gate,2024,2024,4
Lassa Fever,0.7445111274719238,42,uniform_gate,2024,2024,4
Measles,0.8624449372291565,42,uniform_gate,2024,2024,4
Mpox,2.4495227336883545,42,uniform_gate,2024,2024,4
Yellow Fever,0.6379295587539673,42,uniform_gate,2024,2024,4
AFP,0.6426998972892761,52,learned_gate,2024,2025,4
CSM,1.7847237586975098,52,learned_gate,2024,2025,4
Cholera,1.534525990486145,52,learned_gate,2024,2025,4
Lassa Fever,0.3144238293170929,52,learned_gate,2024,2025,4
Measles,1.948211431503296,52,learned_gate,2024,2025,4
Mpox,1.463860034942627,52,learned_gate,2024,2025,4
Yellow Fever,0.7655274868011475,52,learned_gate,2024,2025,4
AFP,0.6196292042732239,52,uniform_gate,2024,2025,4
CSM,1.7168627977371216,52,uniform_gate,2024,2025,4
Cholera,1.6023625135421753,52,uniform_gate,2024,2025,4
Lassa Fever,0.4024477005004883,52,uniform_gate,2024,2025,4
Measles,1.7387299537658691,52,uniform_gate,2024,2025,4
Mpox,1.8208247423171997,52,uniform_gate,2024,2025,4
Yellow Fever,0.680541455745697,52,uniform_gate,2024,2025,4
AFP,1.0651514530181885,9,learned_gate,2024,2026,4
CSM,0.5271181464195251,9,learned_gate,2024,2026,4
Cholera,1.6933144330978394,9,learned_gate,2024,2026,4
Lassa Fever,0.35523414611816406,9,learned_gate,2024,2026,4
Measles,0.5871306657791138,9,learned_gate,2024,2026,4
Mpox,1.0951895713806152,9,learned_gate,2024,2026,4
Yellow Fever,0.7083068490028381,9,learned_gate,2024,2026,4
AFP,1.7798703908920288,9,uniform_gate,2024,2026,4
CSM,0.3363281488418579,9,uniform_gate,2024,2026,4
Cholera,2.074875593185425,9,uniform_gate,2024,2026,4
Lassa Fever,0.5640913248062134,9,uniform_gate,2024,2026,4
Measles,0.7932270169258118,9,uniform_gate,2024,2026,4
Mpox,0.25385135412216187,9,uniform_gate,2024,2026,4
Yellow Fever,0.9381227493286133,9,uniform_gate,2024,2026,4
AFP,0.3521369695663452,50,learned_gate,42,2020,8
CSM,1.0511183738708496,50,learned_gate,42,2020,8
Cholera,2.2508256435394287,50,learned_gate,42,2020,8
Lassa Fever,0.6444874405860901,50,learned_gate,42,2020,8
Measles,1.2354224920272827,50,learned_gate,42,2020,8
Mpox,0.8296090960502625,50,learned_gate,42,2020,8
Yellow Fever,0.9671900868415833,50,learned_gate,42,2020,8
AFP,0.37192481756210327,50,uniform_gate,42,2020,8
CSM,1.0595793724060059,50,uniform_gate,42,2020,8
Cholera,2.227200508117676,50,uniform_gate,42,2020,8
Lassa Fever,0.6250660419464111,50,uniform_gate,42,2020,8
Measles,1.1722804307937622,50,uniform_gate,42,2020,8
Mpox,0.8435429930686951,50,uniform_gate,42,2020,8
Yellow Fever,0.9763772487640381,50,uniform_gate,42,2020,8
AFP,0.38760361075401306,27,learned_gate,42,2021,8
CSM,0.6826093196868896,27,learned_gate,42,2021,8
Cholera,2.8066890239715576,27,learned_gate,42,2021,8
Lassa Fever,0.3198906183242798,27,learned_gate,42,2021,8
Measles,0.5083394646644592,27,learned_gate,42,2021,8
Mpox,0.6754865050315857,27,learned_gate,42,2021,8
Yellow Fever,0.3760152757167816,27,learned_gate,42,2021,8
AFP,0.39205774664878845,27,uniform_gate,42,2021,8
CSM,0.7077317237854004,27,uniform_gate,42,2021,8
Cholera,2.7712326049804688,27,uniform_gate,42,2021,8
Lassa Fever,0.3222663998603821,27,uniform_gate,42,2021,8
Measles,0.5261750817298889,27,uniform_gate,42,2021,8
Mpox,0.6766659617424011,27,uniform_gate,42,2021,8
Yellow Fever,0.3725966811180115,27,uniform_gate,42,2021,8
AFP,0.5310709476470947,15,learned_gate,42,2022,8
CSM,0.6640470027923584,15,learned_gate,42,2022,8
Cholera,2.7262094020843506,15,learned_gate,42,2022,8
Lassa Fever,0.48915988206863403,15,learned_gate,42,2022,8
Measles,1.066283941268921,15,learned_gate,42,2022,8
Mpox,2.8174221515655518,15,learned_gate,42,2022,8
Yellow Fever,0.43696993589401245,15,learned_gate,42,2022,8
AFP,0.3587132692337036,15,uniform_gate,42,2022,8
CSM,0.6594837307929993,15,uniform_gate,42,2022,8
Cholera,1.786780834197998,15,uniform_gate,42,2022,8
Lassa Fever,0.18137982487678528,15,uniform_gate,42,2022,8
Measles,0.7287960052490234,15,uniform_gate,42,2022,8
Mpox,2.4670121669769287,15,uniform_gate,42,2022,8
Yellow Fever,0.5834606289863586,15,uniform_gate,42,2022,8
AFP,0.7722495794296265,22,learned_gate,42,2023,8
CSM,1.5781359672546387,22,learned_gate,42,2023,8
Cholera,1.7627204656600952,22,learned_gate,42,2023,8
Lassa Fever,0.315459281206131,22,learned_gate,42,2023,8
Measles,2.1947991847991943,22,learned_gate,42,2023,8
Mpox,1.6153569221496582,22,learned_gate,42,2023,8
Yellow Fever,0.6403758525848389,22,learned_gate,42,2023,8
AFP,0.7493477463722229,22,uniform_gate,42,2023,8
CSM,1.4407353401184082,22,uniform_gate,42,2023,8
Cholera,1.25839364528656,22,uniform_gate,42,2023,8
Lassa Fever,0.26215431094169617,22,uniform_gate,42,2023,8
Measles,1.9530726671218872,22,uniform_gate,42,2023,8
Mpox,1.6620086431503296,22,uniform_gate,42,2023,8
Yellow Fever,0.5929719805717468,22,uniform_gate,42,2023,8
AFP,0.6122879385948181,42,learned_gate,42,2024,8
CSM,1.862318992614746,42,learned_gate,42,2024,8
Cholera,2.141204357147217,42,learned_gate,42,2024,8
Lassa Fever,0.776705265045166,42,learned_gate,42,2024,8
Measles,0.9398625493049622,42,learned_gate,42,2024,8
Mpox,2.5051326751708984,42,learned_gate,42,2024,8
Yellow Fever,0.6750689148902893,42,learned_gate,42,2024,8
AFP,0.5402069687843323,42,uniform_gate,42,2024,8
CSM,1.8038641214370728,42,uniform_gate,42,2024,8
Cholera,1.8325403928756714,42,uniform_gate,42,2024,8
Lassa Fever,0.7193747162818909,42,uniform_gate,42,2024,8
Measles,0.9062191843986511,42,uniform_gate,42,2024,8
Mpox,2.311596632003784,42,uniform_gate,42,2024,8
Yellow Fever,0.5584830045700073,42,uniform_gate,42,2024,8
AFP,0.6937662959098816,52,learned_gate,42,2025,8
CSM,1.7763913869857788,52,learned_gate,42,2025,8
Cholera,1.6802786588668823,52,learned_gate,42,2025,8
Lassa Fever,0.41821205615997314,52,learned_gate,42,2025,8
Measles,2.020465135574341,52,learned_gate,42,2025,8
Mpox,1.4683363437652588,52,learned_gate,42,2025,8
Yellow Fever,0.8067330121994019,52,learned_gate,42,2025,8
AFP,0.6688404083251953,52,uniform_gate,42,2025,8
CSM,1.8175761699676514,52,uniform_gate,42,2025,8
Cholera,1.6177865266799927,52,uniform_gate,42,2025,8
Lassa Fever,0.41743844747543335,52,uniform_gate,42,2025,8
Measles,1.828572392463684,52,uniform_gate,42,2025,8
Mpox,1.7303417921066284,52,uniform_gate,42,2025,8
Yellow Fever,0.7132452726364136,52,uniform_gate,42,2025,8
AFP,1.1784322261810303,9,learned_gate,42,2026,8
CSM,0.43263575434684753,9,learned_gate,42,2026,8
Cholera,0.855647087097168,9,learned_gate,42,2026,8
Lassa Fever,0.5546231865882874,9,learned_gate,42,2026,8
Measles,0.4172852337360382,9,learned_gate,42,2026,8
Mpox,0.5064491033554077,9,learned_gate,42,2026,8
Yellow Fever,0.30811870098114014,9,learned_gate,42,2026,8
AFP,1.8324004411697388,9,uniform_gate,42,2026,8
CSM,0.6782989501953125,9,uniform_gate,42,2026,8
Cholera,2.1979916095733643,9,uniform_gate,42,2026,8
Lassa Fever,0.6460022926330566,9,uniform_gate,42,2026,8
Measles,0.9391273856163025,9,uniform_gate,42,2026,8
Mpox,0.3970954716205597,9,uniform_gate,42,2026,8
Yellow Fever,0.9962250590324402,9,uniform_gate,42,2026,8
AFP,0.2830078601837158,50,learned_gate,123,2020,8
CSM,1.0117499828338623,50,learned_gate,123,2020,8
Cholera,2.139660596847534,50,learned_gate,123,2020,8
Lassa Fever,0.612694263458252,50,learned_gate,123,2020,8
Measles,1.0246540307998657,50,learned_gate,123,2020,8
Mpox,0.7729701995849609,50,learned_gate,123,2020,8
Yellow Fever,0.9640342593193054,50,learned_gate,123,2020,8
AFP,0.312600314617157,50,uniform_gate,123,2020,8
CSM,1.0742329359054565,50,uniform_gate,123,2020,8
Cholera,2.2384212017059326,50,uniform_gate,123,2020,8
Lassa Fever,0.6017767786979675,50,uniform_gate,123,2020,8
Measles,1.0877759456634521,50,uniform_gate,123,2020,8
Mpox,0.8606061339378357,50,uniform_gate,123,2020,8
Yellow Fever,0.9962613582611084,50,uniform_gate,123,2020,8
AFP,0.44271254539489746,27,learned_gate,123,2021,8
CSM,0.7437819242477417,27,learned_gate,123,2021,8
Cholera,2.734217882156372,27,learned_gate,123,2021,8
Lassa Fever,0.27613595128059387,27,learned_gate,123,2021,8
Measles,0.540382444858551,27,learned_gate,123,2021,8
Mpox,0.6505184173583984,27,learned_gate,123,2021,8
Yellow Fever,0.4184613823890686,27,learned_gate,123,2021,8
AFP,0.42696577310562134,27,uniform_gate,123,2021,8
CSM,0.6606438755989075,27,uniform_gate,123,2021,8
Cholera,2.9340617656707764,27,uniform_gate,123,2021,8
Lassa Fever,0.2922140657901764,27,uniform_gate,123,2021,8
Measles,0.5454103946685791,27,uniform_gate,123,2021,8
Mpox,0.7018459439277649,27,uniform_gate,123,2021,8
Yellow Fever,0.3713546395301819,27,uniform_gate,123,2021,8
AFP,0.43675869703292847,15,learned_gate,123,2022,8
CSM,0.6389041543006897,15,learned_gate,123,2022,8
Cholera,2.204937219619751,15,learned_gate,123,2022,8
Lassa Fever,0.25768959522247314,15,learned_gate,123,2022,8
Measles,0.8375745415687561,15,learned_gate,123,2022,8
Mpox,2.6004526615142822,15,learned_gate,123,2022,8
Yellow Fever,0.4893566370010376,15,learned_gate,123,2022,8
AFP,0.401949405670166,15,uniform_gate,123,2022,8
CSM,0.6806865930557251,15,uniform_gate,123,2022,8
Cholera,1.9450809955596924,15,uniform_gate,123,2022,8
Lassa Fever,0.18911117315292358,15,uniform_gate,123,2022,8
Measles,0.8081299066543579,15,uniform_gate,123,2022,8
Mpox,2.4998931884765625,15,uniform_gate,123,2022,8
Yellow Fever,0.5526005029678345,15,uniform_gate,123,2022,8
AFP,0.7708480954170227,22,learned_gate,123,2023,8
CSM,1.5713638067245483,22,learned_gate,123,2023,8
Cholera,1.5465408563613892,22,learned_gate,123,2023,8
Lassa Fever,0.2800976037979126,22,learned_gate,123,2023,8
Measles,2.110182523727417,22,learned_gate,123,2023,8
Mpox,1.6276618242263794,22,learned_gate,123,2023,8
Yellow Fever,0.5635010004043579,22,learned_gate,123,2023,8
AFP,0.7703958749771118,22,uniform_gate,123,2023,8
CSM,1.53132963180542,22,uniform_gate,123,2023,8
Cholera,1.4639256000518799,22,uniform_gate,123,2023,8
Lassa Fever,0.24442405998706818,22,uniform_gate,123,2023,8
Measles,2.109419107437134,22,uniform_gate,123,2023,8
Mpox,1.6168376207351685,22,uniform_gate,123,2023,8
Yellow Fever,0.5741207599639893,22,uniform_gate,123,2023,8
AFP,0.6049394011497498,42,learned_gate,123,2024,8
CSM,1.8244757652282715,42,learned_gate,123,2024,8
Cholera,2.267530918121338,42,learned_gate,123,2024,8
Lassa Fever,0.814403235912323,42,learned_gate,123,2024,8
Measles,0.8500413298606873,42,learned_gate,123,2024,8
Mpox,2.6088483333587646,42,learned_gate,123,2024,8
Yellow Fever,0.6835047602653503,42,learned_gate,123,2024,8
AFP,0.5754877924919128,42,uniform_gate,123,2024,8
CSM,1.871534824371338,42,uniform_gate,123,2024,8
Cholera,1.597502589225769,42,uniform_gate,123,2024,8
Lassa Fever,0.6904771327972412,42,uniform_gate,123,2024,8
Measles,1.0258206129074097,42,uniform_gate,123,2024,8
Mpox,2.147723913192749,42,uniform_gate,123,2024,8
Yellow Fever,0.5519791841506958,42,uniform_gate,123,2024,8
AFP,0.6524490118026733,52,learned_gate,123,2025,8
CSM,1.777164340019226,52,learned_gate,123,2025,8
Cholera,1.7019217014312744,52,learned_gate,123,2025,8
Lassa Fever,0.4928017258644104,52,learned_gate,123,2025,8
Measles,1.7791187763214111,52,learned_gate,123,2025,8
Mpox,1.9121589660644531,52,learned_gate,123,2025,8
Yellow Fever,0.6975400447845459,52,learned_gate,123,2025,8
AFP,0.704219400882721,52,uniform_gate,123,2025,8
CSM,1.8024024963378906,52,uniform_gate,123,2025,8
Cholera,1.7517507076263428,52,uniform_gate,123,2025,8
Lassa Fever,0.4962827265262604,52,uniform_gate,123,2025,8
Measles,1.9681581258773804,52,uniform_gate,123,2025,8
Mpox,1.6041722297668457,52,uniform_gate,123,2025,8
Yellow Fever,0.7874959707260132,52,uniform_gate,123,2025,8
AFP,1.299644947052002,9,learned_gate,123,2026,8
CSM,0.7552476525306702,9,learned_gate,123,2026,8
Cholera,1.4429599046707153,9,learned_gate,123,2026,8
Lassa Fever,0.6802599430084229,9,learned_gate,123,2026,8
Measles,0.513465940952301,9,learned_gate,123,2026,8
Mpox,1.8089277744293213,9,learned_gate,123,2026,8
Yellow Fever,0.377703458070755,9,learned_gate,123,2026,8
AFP,1.7829560041427612,9,uniform_gate,123,2026,8
CSM,0.6642910242080688,9,uniform_gate,123,2026,8
Cholera,2.0581531524658203,9,uniform_gate,123,2026,8
Lassa Fever,0.6161942481994629,9,uniform_gate,123,2026,8
Measles,0.844814658164978,9,uniform_gate,123,2026,8
Mpox,0.49090972542762756,9,uniform_gate,123,2026,8
Yellow Fever,0.9465664625167847,9,uniform_gate,123,2026,8
AFP,0.3288743197917938,50,learned_gate,2024,2020,8
CSM,1.0452622175216675,50,learned_gate,2024,2020,8
Cholera,2.2364187240600586,50,learned_gate,2024,2020,8
Lassa Fever,0.6380417346954346,50,learned_gate,2024,2020,8
Measles,1.1929993629455566,50,learned_gate,2024,2020,8
Mpox,0.8121373057365417,50,learned_gate,2024,2020,8
Yellow Fever,0.9736663699150085,50,learned_gate,2024,2020,8
AFP,0.2503063678741455,50,uniform_gate,2024,2020,8
CSM,0.9985665082931519,50,uniform_gate,2024,2020,8
Cholera,2.1195740699768066,50,uniform_gate,2024,2020,8
Lassa Fever,0.6094591617584229,50,uniform_gate,2024,2020,8
Measles,0.9832518100738525,50,uniform_gate,2024,2020,8
Mpox,0.7661083936691284,50,uniform_gate,2024,2020,8
Yellow Fever,0.9577723741531372,50,uniform_gate,2024,2020,8
AFP,0.5257194638252258,27,learned_gate,2024,2021,8
CSM,0.7348237037658691,27,learned_gate,2024,2021,8
Cholera,2.9399731159210205,27,learned_gate,2024,2021,8
Lassa Fever,0.25100138783454895,27,learned_gate,2024,2021,8
Measles,0.650585949420929,27,learned_gate,2024,2021,8
Mpox,0.6624410152435303,27,learned_gate,2024,2021,8
Yellow Fever,0.4604921340942383,27,learned_gate,2024,2021,8
AFP,0.4544781446456909,27,uniform_gate,2024,2021,8
CSM,0.7012009620666504,27,uniform_gate,2024,2021,8
Cholera,2.7533140182495117,27,uniform_gate,2024,2021,8
Lassa Fever,0.35069966316223145,27,uniform_gate,2024,2021,8
Measles,0.5194769501686096,27,uniform_gate,2024,2021,8
Mpox,0.7116646766662598,27,uniform_gate,2024,2021,8
Yellow Fever,0.41779837012290955,27,uniform_gate,2024,2021,8
AFP,0.3709750175476074,15,learned_gate,2024,2022,8
CSM,0.6242883205413818,15,learned_gate,2024,2022,8
Cholera,1.8935350179672241,15,learned_gate,2024,2022,8
Lassa Fever,0.18435817956924438,15,learned_gate,2024,2022,8
Measles,0.7147805094718933,15,learned_gate,2024,2022,8
Mpox,2.503941059112549,15,learned_gate,2024,2022,8
Yellow Fever,0.5178453922271729,15,learned_gate,2024,2022,8
AFP,0.37971824407577515,15,uniform_gate,2024,2022,8
CSM,0.5663315653800964,15,uniform_gate,2024,2022,8
Cholera,2.028905153274536,15,uniform_gate,2024,2022,8
Lassa Fever,0.2376391738653183,15,uniform_gate,2024,2022,8
Measles,0.729210615158081,15,uniform_gate,2024,2022,8
Mpox,2.564196825027466,15,uniform_gate,2024,2022,8
Yellow Fever,0.4689041078090668,15,uniform_gate,2024,2022,8
AFP,0.7629538178443909,22,learned_gate,2024,2023,8
CSM,1.3865416049957275,22,learned_gate,2024,2023,8
Cholera,0.9734497666358948,22,learned_gate,2024,2023,8
Lassa Fever,0.3024470806121826,22,learned_gate,2024,2023,8
Measles,1.818526029586792,22,learned_gate,2024,2023,8
Mpox,1.7195111513137817,22,learned_gate,2024,2023,8
Yellow Fever,0.6097926497459412,22,learned_gate,2024,2023,8
AFP,0.7910746932029724,22,uniform_gate,2024,2023,8
CSM,1.4812278747558594,22,uniform_gate,2024,2023,8
Cholera,1.2847199440002441,22,uniform_gate,2024,2023,8
Lassa Fever,0.22227978706359863,22,uniform_gate,2024,2023,8
Measles,1.9381194114685059,22,uniform_gate,2024,2023,8
Mpox,1.6358963251113892,22,uniform_gate,2024,2023,8
Yellow Fever,0.49025967717170715,22,uniform_gate,2024,2023,8
AFP,0.5974149107933044,42,learned_gate,2024,2024,8
CSM,1.8188990354537964,42,learned_gate,2024,2024,8
Cholera,2.111882209777832,42,learned_gate,2024,2024,8
Lassa Fever,0.7645593285560608,42,learned_gate,2024,2024,8
Measles,0.8944603800773621,42,learned_gate,2024,2024,8
Mpox,2.4860408306121826,42,learned_gate,2024,2024,8
Yellow Fever,0.6584377884864807,42,learned_gate,2024,2024,8
AFP,0.5930085182189941,42,uniform_gate,2024,2024,8
CSM,1.833585500717163,42,uniform_gate,2024,2024,8
Cholera,2.0316829681396484,42,uniform_gate,2024,2024,8
Lassa Fever,0.765343964099884,42,uniform_gate,2024,2024,8
Measles,0.9020618200302124,42,uniform_gate,2024,2024,8
Mpox,2.46844744682312,42,uniform_gate,2024,2024,8
Yellow Fever,0.636854350566864,42,uniform_gate,2024,2024,8
AFP,0.6665874123573303,52,learned_gate,2024,2025,8
CSM,1.768406629562378,52,learned_gate,2024,2025,8
Cholera,1.6514782905578613,52,learned_gate,2024,2025,8
Lassa Fever,0.47410979866981506,52,learned_gate,2024,2025,8
Measles,1.730294942855835,52,learned_gate,2024,2025,8
Mpox,1.9167697429656982,52,learned_gate,2024,2025,8
Yellow Fever,0.7097866535186768,52,learned_gate,2024,2025,8
AFP,0.761233925819397,52,uniform_gate,2024,2025,8
CSM,1.852074146270752,52,uniform_gate,2024,2025,8
Cholera,2.0832712650299072,52,uniform_gate,2024,2025,8
Lassa Fever,0.5243855118751526,52,uniform_gate,2024,2025,8
Measles,2.039788007736206,52,uniform_gate,2024,2025,8
Mpox,1.5786750316619873,52,uniform_gate,2024,2025,8
Yellow Fever,0.8365401029586792,52,uniform_gate,2024,2025,8
AFP,1.6247373819351196,9,learned_gate,2024,2026,8
CSM,0.43588683009147644,9,learned_gate,2024,2026,8
Cholera,1.670479655265808,9,learned_gate,2024,2026,8
Lassa Fever,0.6516398191452026,9,learned_gate,2024,2026,8
Measles,0.5545196533203125,9,learned_gate,2024,2026,8
Mpox,0.5488797426223755,9,learned_gate,2024,2026,8
Yellow Fever,0.7898808717727661,9,learned_gate,2024,2026,8
AFP,1.7947659492492676,9,uniform_gate,2024,2026,8
CSM,0.5590411424636841,9,uniform_gate,2024,2026,8
Cholera,2.0915536880493164,9,uniform_gate,2024,2026,8
Lassa Fever,0.6068484783172607,9,uniform_gate,2024,2026,8
Measles,0.8435067534446716,9,uniform_gate,2024,2026,8
Mpox,0.37221357226371765,9,uniform_gate,2024,2026,8
Yellow Fever,0.9584274291992188,9,uniform_gate,2024,2026,8
