variant,mean,std,count
tcn_only,1.0530444961421344,0.6509003017446121,147
bilstm_only,1.0056948004936686,0.5981614084747903,147
transformer_only,1.0279799987669704,0.6339983585854627,147
no_tcn,0.996742324156015,0.5958131589981966,147
no_bilstm,1.0089473411136745,0.6158599019739349,147
no_transformer,0.9881854843931134,0.5809780366295791,147
full_uniform,1.0072887722326784,0.6054044425653079,147
