disease,MAE,n,variant,seed_run,fold_test_year
Mpox,1.6925110816955566,22,bilstm_only,123,2023
Yellow Fever,0.6379805207252502,22,bilstm_only,123,2023
AFP,0.8499866724014282,22,transformer_only,123,2023
CSM,1.2952650785446167,22,transformer_only,123,2023
Cholera,1.036232829093933,22,transformer_only,123,2023
Lassa Fever,0.413369357585907,22,transformer_only,123,2023
Measles,1.3931889533996582,22,transformer_only,123,2023
Mpox,1.843070149421692,22,transformer_only,123,2023
Yellow Fever,0.6293901801109314,22,transformer_only,123,2023
AFP,0.8742193579673767,22,no_tcn,123,2023
CSM,1.2072030305862427,22,no_tcn,123,2023
Cholera,0.9699382781982422,22,no_tcn,123,2023
Lassa Fever,0.39025020599365234,22,no_tcn,123,2023
Measles,1.3996148109436035,22,no_tcn,123,2023
Mpox,1.7573027610778809,22,no_tcn,123,2023
Yellow Fever,0.6237374544143677,22,no_tcn,123,2023
AFP,0.8376619219779968,22,no_bilstm,123,2023
CSM,1.1998982429504395,22,no_bilstm,123,2023
Cholera,0.9750791788101196,22,no_bilstm,123,2023
Lassa Fever,0.3556479215621948,22,no_bilstm,123,2023
Measles,1.5216782093048096,22,no_bilstm,123,2023
Mpox,1.791792392730713,22,no_bilstm,123,2023
Yellow Fever,0.6363605260848999,22,no_bilstm,123,2023
AFP,0.7974498867988586,22,no_transformer,123,2023
CSM,1.2064517736434937,22,no_transformer,123,2023
Cholera,0.9428388476371765,22,no_transformer,123,2023
Lassa Fever,0.3355550765991211,22,no_transformer,123,2023
Measles,1.5931838750839233,22,no_transformer,123,2023
Mpox,1.7748080492019653,22,no_transformer,123,2023
Yellow Fever,0.6531873941421509,22,no_transformer,123,2023
AFP,0.7849641442298889,22,full_uniform,123,2023
CSM,1.260119915008545,22,full_uniform,123,2023
Cholera,1.0209914445877075,22,full_uniform,123,2023
Lassa Fever,0.2503511905670166,22,full_uniform,123,2023
Measles,1.7448447942733765,22,full_uniform,123,2023
Mpox,1.676835536956787,22,full_uniform,123,2023
Yellow Fever,0.6027061939239502,22,full_uniform,123,2023
AFP,0.5892207622528076,42,tcn_only,123,2024
CSM,1.9094918966293335,42,tcn_only,123,2024
Cholera,1.7723215818405151,42,tcn_only,123,2024
Lassa Fever,0.7322840690612793,42,tcn_only,123,2024
Measles,1.0440213680267334,42,tcn_only,123,2024
Mpox,2.238603115081787,42,tcn_only,123,2024
Yellow Fever,0.5815127491950989,42,tcn_only,123,2024
AFP,0.4942074716091156,42,bilstm_only,123,2024
CSM,1.749754786491394,42,bilstm_only,123,2024
Cholera,1.606707215309143,42,bilstm_only,123,2024
Lassa Fever,0.6344527006149292,42,bilstm_only,123,2024
Measles,0.8657476305961609,42,bilstm_only,123,2024
Mpox,2.034388303756714,42,bilstm_only,123,2024
Yellow Fever,0.4787499010562897,42,bilstm_only,123,2024
AFP,0.6017645597457886,42,transformer_only,123,2024
CSM,1.851994514465332,42,transformer_only,123,2024
Cholera,2.0427043437957764,42,transformer_only,123,2024
Lassa Fever,0.7701103687286377,42,transformer_only,123,2024
Measles,0.8967788219451904,42,transformer_only,123,2024
Mpox,2.4351065158843994,42,transformer_only,123,2024
Yellow Fever,0.628391444683075,42,transformer_only,123,2024
AFP,0.4958150386810303,42,no_tcn,123,2024
CSM,1.7465795278549194,42,no_tcn,123,2024
Cholera,1.4923783540725708,42,no_tcn,123,2024
Lassa Fever,0.6022595167160034,42,no_tcn,123,2024
Measles,0.8781310319900513,42,no_tcn,123,2024
Mpox,1.9774106740951538,42,no_tcn,123,2024
Yellow Fever,0.46229681372642517,42,no_tcn,123,2024
AFP,0.5254318714141846,42,no_bilstm,123,2024
CSM,1.7822009325027466,42,no_bilstm,123,2024
Cholera,1.6807754039764404,42,no_bilstm,123,2024
Lassa Fever,0.6367152333259583,42,no_bilstm,123,2024
Measles,0.9414486885070801,42,no_bilstm,123,2024
Mpox,2.0624523162841797,42,no_bilstm,123,2024
Yellow Fever,0.4914580285549164,42,no_bilstm,123,2024
AFP,0.5203211307525635,42,no_transformer,123,2024
CSM,1.7833738327026367,42,no_transformer,123,2024
Cholera,1.5245267152786255,42,no_transformer,123,2024
Lassa Fever,0.6243516206741333,42,no_transformer,123,2024
Measles,0.927768349647522,42,no_transformer,123,2024
Mpox,2.0322015285491943,42,no_transformer,123,2024
Yellow Fever,0.4876054525375366,42,no_transformer,123,2024
AFP,0.4952693581581116,42,full_uniform,123,2024
CSM,1.747288465499878,42,full_uniform,123,2024
Cholera,1.6613283157348633,42,full_uniform,123,2024
Lassa Fever,0.6365654468536377,42,full_uniform,123,2024
Measles,0.8715445399284363,42,full_uniform,123,2024
Mpox,2.0549569129943848,42,full_uniform,123,2024
Yellow Fever,0.4801005721092224,42,full_uniform,123,2024
AFP,0.6561404466629028,52,tcn_only,123,2025
CSM,1.7774230241775513,52,tcn_only,123,2025
Cholera,1.6030051708221436,52,tcn_only,123,2025
Lassa Fever,0.37667927145957947,52,tcn_only,123,2025
Measles,1.7747952938079834,52,tcn_only,123,2025
Mpox,1.694221019744873,52,tcn_only,123,2025
Yellow Fever,0.7218550443649292,52,tcn_only,123,2025
AFP,0.6355834603309631,52,bilstm_only,123,2025
CSM,1.694800853729248,52,bilstm_only,123,2025
Cholera,1.6840845346450806,52,bilstm_only,123,2025
Lassa Fever,0.39066675305366516,52,bilstm_only,123,2025
Measles,1.6817703247070312,52,bilstm_only,123,2025
Mpox,1.808739185333252,52,bilstm_only,123,2025
Yellow Fever,0.6713997721672058,52,bilstm_only,123,2025
AFP,0.6265477538108826,52,transformer_only,123,2025
CSM,1.8170273303985596,52,transformer_only,123,2025
Cholera,1.5854532718658447,52,transformer_only,123,2025
Lassa Fever,0.3091840445995331,52,transformer_only,123,2025
Measles,1.919784426689148,52,transformer_only,123,2025
Mpox,1.4888068437576294,52,transformer_only,123,2025
Yellow Fever,0.7327283024787903,52,transformer_only,123,2025
AFP,0.6241894364356995,52,no_tcn,123,2025
CSM,1.7274491786956787,52,no_tcn,123,2025
Cholera,1.6462141275405884,52,no_tcn,123,2025
Lassa Fever,0.3269543945789337,52,no_tcn,123,2025
Measles,1.8411592245101929,52,no_tcn,123,2025
Mpox,1.5892364978790283,52,no_tcn,123,2025
Yellow Fever,0.7114841938018799,52,no_tcn,123,2025
AFP,0.6377118825912476,52,no_bilstm,123,2025
CSM,1.7498219013214111,52,no_bilstm,123,2025
Cholera,1.61128568649292,52,no_bilstm,123,2025
Lassa Fever,0.410268098115921,52,no_bilstm,123,2025
Measles,1.6462088823318481,52,no_bilstm,123,2025
Mpox,1.867169737815857,52,no_bilstm,123,2025
Yellow Fever,0.6614855527877808,52,no_bilstm,123,2025
AFP,0.6285064220428467,52,no_transformer,123,2025
CSM,1.767665982246399,52,no_transformer,123,2025
Cholera,1.5453366041183472,52,no_transformer,123,2025
Lassa Fever,0.36282962560653687,52,no_transformer,123,2025
Measles,1.7743666172027588,52,no_transformer,123,2025
Mpox,1.6755999326705933,52,no_transformer,123,2025
Yellow Fever,0.6757594347000122,52,no_transformer,123,2025
AFP,0.6793275475502014,52,full_uniform,123,2025
CSM,1.7781307697296143,52,full_uniform,123,2025
Cholera,1.628165364265442,52,full_uniform,123,2025
Lassa Fever,0.37374016642570496,52,full_uniform,123,2025
Measles,1.714943766593933,52,full_uniform,123,2025
Mpox,1.7860100269317627,52,full_uniform,123,2025
Yellow Fever,0.6562233567237854,52,full_uniform,123,2025
AFP,1.6135121583938599,9,tcn_only,123,2026
CSM,0.6270067691802979,9,tcn_only,123,2026
Cholera,1.6137447357177734,9,tcn_only,123,2026
Lassa Fever,0.6826006770133972,9,tcn_only,123,2026
Measles,0.5983803272247314,9,tcn_only,123,2026
Mpox,0.5061786770820618,9,tcn_only,123,2026
Yellow Fever,0.764971137046814,9,tcn_only,123,2026
AFP,1.558794617652893,9,bilstm_only,123,2026
CSM,0.6200568079948425,9,bilstm_only,123,2026
Cholera,1.610954761505127,9,bilstm_only,123,2026
Lassa Fever,0.6999509930610657,9,bilstm_only,123,2026
Measles,0.3593241274356842,9,bilstm_only,123,2026
Mpox,0.673873782157898,9,bilstm_only,123,2026
Yellow Fever,0.7096002101898193,9,bilstm_only,123,2026
AFP,1.6818411350250244,9,transformer_only,123,2026
CSM,0.4183260202407837,9,transformer_only,123,2026
Cholera,1.8935920000076294,9,transformer_only,123,2026
Lassa Fever,0.5847456455230713,9,transformer_only,123,2026
Measles,0.5881698131561279,9,transformer_only,123,2026
Mpox,0.4835132360458374,9,transformer_only,123,2026
Yellow Fever,0.834116518497467,9,transformer_only,123,2026
AFP,1.5258104801177979,9,no_tcn,123,2026
CSM,0.7000502347946167,9,no_tcn,123,2026
Cholera,1.631430745124817,9,no_tcn,123,2026
Lassa Fever,0.7158215045928955,9,no_tcn,123,2026
Measles,0.29797887802124023,9,no_tcn,123,2026
Mpox,0.7530956268310547,9,no_tcn,123,2026
Yellow Fever,0.6762218475341797,9,no_tcn,123,2026
AFP,1.4385560750961304,9,no_bilstm,123,2026
CSM,0.8668861389160156,9,no_bilstm,123,2026
Cholera,1.3094408512115479,9,no_bilstm,123,2026
Lassa Fever,0.799851655960083,9,no_bilstm,123,2026
Measles,0.3277510404586792,9,no_bilstm,123,2026
Mpox,0.8733327388763428,9,no_bilstm,123,2026
Yellow Fever,0.5879250764846802,9,no_bilstm,123,2026
AFP,1.5855718851089478,9,no_transformer,123,2026
CSM,0.6083872318267822,9,no_transformer,123,2026
Cholera,1.5346277952194214,9,no_transformer,123,2026
Lassa Fever,0.6909586191177368,9,no_transformer,123,2026
Measles,0.49827390909194946,9,no_transformer,123,2026
Mpox,0.5525469183921814,9,no_transformer,123,2026
Yellow Fever,0.736697256565094,9,no_transformer,123,2026
AFP,1.4517531394958496,9,full_uniform,123,2026
CSM,0.8378094434738159,9,full_uniform,123,2026
Cholera,1.4891449213027954,9,full_uniform,123,2026
Lassa Fever,0.7825115919113159,9,full_uniform,123,2026
Measles,0.23759211599826813,9,full_uniform,123,2026
Mpox,0.8576829433441162,9,full_uniform,123,2026
Yellow Fever,0.6012799739837646,9,full_uniform,123,2026
AFP,0.32763779163360596,50,tcn_only,2024,2020
CSM,1.0964152812957764,50,tcn_only,2024,2020
Cholera,2.122762441635132,50,tcn_only,2024,2020
Lassa Fever,0.5995321869850159,50,tcn_only,2024,2020
Measles,1.023733139038086,50,tcn_only,2024,2020
Mpox,0.9411451816558838,50,tcn_only,2024,2020
Yellow Fever,1.0964239835739136,50,tcn_only,2024,2020
AFP,0.34094977378845215,50,bilstm_only,2024,2020
CSM,1.1194432973861694,50,bilstm_only,2024,2020
Cholera,2.1685023307800293,50,bilstm_only,2024,2020
Lassa Fever,0.6114391088485718,50,bilstm_only,2024,2020
Measles,1.077573299407959,50,bilstm_only,2024,2020
Mpox,0.9598842859268188,50,bilstm_only,2024,2020
Yellow Fever,1.108219027519226,50,bilstm_only,2024,2020
AFP,0.22733497619628906,50,transformer_only,2024,2020
CSM,1.0037366151809692,50,transformer_only,2024,2020
Cholera,1.9362906217575073,50,transformer_only,2024,2020
Lassa Fever,0.6245416402816772,50,transformer_only,2024,2020
Measles,1.043013572692871,50,transformer_only,2024,2020
Mpox,0.7792103290557861,50,transformer_only,2024,2020
Yellow Fever,1.0067038536071777,50,transformer_only,2024,2020
AFP,0.2838118076324463,50,no_tcn,2024,2020
CSM,1.0112663507461548,50,no_tcn,2024,2020
Cholera,1.9933379888534546,50,no_tcn,2024,2020
Lassa Fever,0.5991151928901672,50,no_tcn,2024,2020
Measles,0.8769623041152954,50,no_tcn,2024,2020
Mpox,0.7982202172279358,50,no_tcn,2024,2020
Yellow Fever,1.0468740463256836,50,no_tcn,2024,2020
AFP,0.2456778883934021,50,no_bilstm,2024,2020
CSM,1.010380744934082,50,no_bilstm,2024,2020
Cholera,1.9599430561065674,50,no_bilstm,2024,2020
Lassa Fever,0.6287781596183777,50,no_bilstm,2024,2020
Measles,1.0710684061050415,50,no_bilstm,2024,2020
Mpox,0.7943629622459412,50,no_bilstm,2024,2020
Yellow Fever,1.0249727964401245,50,no_bilstm,2024,2020
AFP,0.274019330739975,50,no_transformer,2024,2020
CSM,1.0136933326721191,50,no_transformer,2024,2020
Cholera,1.9720648527145386,50,no_transformer,2024,2020
Lassa Fever,0.5982973575592041,50,no_transformer,2024,2020
Measles,0.922156572341919,50,no_transformer,2024,2020
Mpox,0.8066211938858032,50,no_transformer,2024,2020
Yellow Fever,1.034925103187561,50,no_transformer,2024,2020
AFP,0.27416446805000305,50,full_uniform,2024,2020
CSM,1.0478014945983887,50,full_uniform,2024,2020
Cholera,2.0315003395080566,50,full_uniform,2024,2020
Lassa Fever,0.6160538792610168,50,full_uniform,2024,2020
Measles,1.0409183502197266,50,full_uniform,2024,2020
Mpox,0.8500834703445435,50,full_uniform,2024,2020
Yellow Fever,1.0564885139465332,50,full_uniform,2024,2020
AFP,0.4219822585582733,27,tcn_only,2024,2021
CSM,0.8367946743965149,27,tcn_only,2024,2021
Cholera,2.583387613296509,27,tcn_only,2024,2021
Lassa Fever,0.32987186312675476,27,tcn_only,2024,2021
Measles,0.5793810486793518,27,tcn_only,2024,2021
Mpox,0.5929131507873535,27,tcn_only,2024,2021
Yellow Fever,0.527838945388794,27,tcn_only,2024,2021
AFP,0.5003915429115295,27,bilstm_only,2024,2021
CSM,0.9252922534942627,27,bilstm_only,2024,2021
Cholera,2.1070990562438965,27,bilstm_only,2024,2021
Lassa Fever,0.4773913621902466,27,bilstm_only,2024,2021
Measles,0.4429253339767456,27,bilstm_only,2024,2021
Mpox,0.6380411982536316,27,bilstm_only,2024,2021
Yellow Fever,0.6302083134651184,27,bilstm_only,2024,2021
AFP,0.3875054121017456,27,transformer_only,2024,2021
CSM,0.8472952842712402,27,transformer_only,2024,2021
Cholera,2.538299322128296,27,transformer_only,2024,2021
Lassa Fever,0.47679829597473145,27,transformer_only,2024,2021
Measles,0.5233696103096008,27,transformer_only,2024,2021
Mpox,0.6397066712379456,27,transformer_only,2024,2021
Yellow Fever,0.4927407503128052,27,transformer_only,2024,2021
AFP,0.528767466545105,27,no_tcn,2024,2021
CSM,0.9685338139533997,27,no_tcn,2024,2021
Cholera,2.129899740219116,27,no_tcn,2024,2021
Lassa Fever,0.4284389019012451,27,no_tcn,2024,2021
Measles,0.48911574482917786,27,no_tcn,2024,2021
Mpox,0.6213881373405457,27,no_tcn,2024,2021
Yellow Fever,0.664856493473053,27,no_tcn,2024,2021
AFP,0.43355289101600647,27,no_bilstm,2024,2021
CSM,0.7590838074684143,27,no_bilstm,2024,2021
Cholera,2.6311120986938477,27,no_bilstm,2024,2021
Lassa Fever,0.2947050631046295,27,no_bilstm,2024,2021
Measles,0.5356085896492004,27,no_bilstm,2024,2021
Mpox,0.6377109885215759,27,no_bilstm,2024,2021
Yellow Fever,0.46654510498046875,27,no_bilstm,2024,2021
AFP,0.49131450057029724,27,no_transformer,2024,2021
CSM,0.8832978010177612,27,no_transformer,2024,2021
Cholera,2.2239489555358887,27,no_transformer,2024,2021
Lassa Fever,0.41040271520614624,27,no_transformer,2024,2021
Measles,0.4875897169113159,27,no_transformer,2024,2021
Mpox,0.643682062625885,27,no_transformer,2024,2021
Yellow Fever,0.6009204983711243,27,no_transformer,2024,2021
AFP,0.5418204665184021,27,full_uniform,2024,2021
CSM,1.0062230825424194,27,full_uniform,2024,2021
Cholera,2.0366668701171875,27,full_uniform,2024,2021
Lassa Fever,0.45474469661712646,27,full_uniform,2024,2021
Measles,0.5233803391456604,27,full_uniform,2024,2021
Mpox,0.6119917631149292,27,full_uniform,2024,2021
Yellow Fever,0.700293242931366,27,full_uniform,2024,2021
AFP,0.4185076653957367,15,tcn_only,2024,2022
CSM,0.6188979744911194,15,tcn_only,2024,2022
Cholera,1.7795497179031372,15,tcn_only,2024,2022
Lassa Fever,0.2293540984392166,15,tcn_only,2024,2022
Measles,0.7342813014984131,15,tcn_only,2024,2022
Mpox,2.5621964931488037,15,tcn_only,2024,2022
Yellow Fever,0.4528496563434601,15,tcn_only,2024,2022
AFP,0.39088284969329834,15,bilstm_only,2024,2022
CSM,0.5555902719497681,15,bilstm_only,2024,2022
Cholera,1.8763272762298584,15,bilstm_only,2024,2022
Lassa Fever,0.2572757303714752,15,bilstm_only,2024,2022
Measles,0.7209176421165466,15,bilstm_only,2024,2022
Mpox,2.580174207687378,15,bilstm_only,2024,2022
Yellow Fever,0.42005106806755066,15,bilstm_only,2024,2022
AFP,0.4986724257469177,15,transformer_only,2024,2022
CSM,0.4900763928890228,15,transformer_only,2024,2022
Cholera,2.4599788188934326,15,transformer_only,2024,2022
Lassa Fever,0.4397878646850586,15,transformer_only,2024,2022
Measles,0.937951922416687,15,transformer_only,2024,2022
Mpox,2.7876734733581543,15,transformer_only,2024,2022
Yellow Fever,0.2544870674610138,15,transformer_only,2024,2022
AFP,0.40810734033584595,15,no_tcn,2024,2022
CSM,0.5066899061203003,15,no_tcn,2024,2022
Cholera,2.0369508266448975,15,no_tcn,2024,2022
Lassa Fever,0.31108781695365906,15,no_tcn,2024,2022
Measles,0.7637340426445007,15,no_tcn,2024,2022
Mpox,2.6378774642944336,15,no_tcn,2024,2022
Yellow Fever,0.3558821976184845,15,no_tcn,2024,2022
AFP,0.3532834053039551,15,no_bilstm,2024,2022
CSM,0.5366844534873962,15,no_bilstm,2024,2022
Cholera,1.6119048595428467,15,no_bilstm,2024,2022
Lassa Fever,0.22614462673664093,15,no_bilstm,2024,2022
Measles,0.6161623001098633,15,no_bilstm,2024,2022
Mpox,2.49770188331604,15,no_bilstm,2024,2022
Yellow Fever,0.4774097204208374,15,no_bilstm,2024,2022
AFP,0.32495492696762085,15,no_transformer,2024,2022
CSM,0.5577316284179688,15,no_transformer,2024,2022
Cholera,1.4363377094268799,15,no_transformer,2024,2022
Lassa Fever,0.21617300808429718,15,no_transformer,2024,2022
Measles,0.5866381525993347,15,no_transformer,2024,2022
Mpox,2.434486150741577,15,no_transformer,2024,2022
Yellow Fever,0.5400128960609436,15,no_transformer,2024,2022
AFP,0.3498566746711731,15,full_uniform,2024,2022
CSM,0.6606870889663696,15,full_uniform,2024,2022
Cholera,1.3234401941299438,15,full_uniform,2024,2022
Lassa Fever,0.1690017729997635,15,full_uniform,2024,2022
Measles,0.6598580479621887,15,full_uniform,2024,2022
Mpox,2.4104902744293213,15,full_uniform,2024,2022
Yellow Fever,0.5965026617050171,15,full_uniform,2024,2022
AFP,0.7521515488624573,22,tcn_only,2024,2023
CSM,1.3674416542053223,22,tcn_only,2024,2023
Cholera,1.2170994281768799,22,tcn_only,2024,2023
Lassa Fever,0.23613758385181427,22,tcn_only,2024,2023
Measles,1.9234322309494019,22,tcn_only,2024,2023
Mpox,1.639885663986206,22,tcn_only,2024,2023
Yellow Fever,0.5812453627586365,22,tcn_only,2024,2023
AFP,0.8345604538917542,22,bilstm_only,2024,2023
CSM,1.14811372756958,22,bilstm_only,2024,2023
Cholera,1.0640835762023926,22,bilstm_only,2024,2023
Lassa Fever,0.3746563196182251,22,bilstm_only,2024,2023
Measles,1.5500328540802002,22,bilstm_only,2024,2023
Mpox,1.8014124631881714,22,bilstm_only,2024,2023
Yellow Fever,0.6976540088653564,22,bilstm_only,2024,2023
AFP,0.8068244457244873,22,transformer_only,2024,2023
CSM,1.2212878465652466,22,transformer_only,2024,2023
Cholera,0.9486382007598877,22,transformer_only,2024,2023
Lassa Fever,0.31332579255104065,22,transformer_only,2024,2023
Measles,1.6387490034103394,22,transformer_only,2024,2023
Mpox,1.755853295326233,22,transformer_only,2024,2023
Yellow Fever,0.6323041319847107,22,transformer_only,2024,2023
AFP,0.796565055847168,22,no_tcn,2024,2023
CSM,1.2249687910079956,22,no_tcn,2024,2023
Cholera,1.0898627042770386,22,no_tcn,2024,2023
Lassa Fever,0.2967633903026581,22,no_tcn,2024,2023
Measles,1.7199844121932983,22,no_tcn,2024,2023
Mpox,1.7165732383728027,22,no_tcn,2024,2023
Yellow Fever,0.6482296586036682,22,no_tcn,2024,2023
AFP,0.8289390802383423,22,no_bilstm,2024,2023
CSM,1.3017528057098389,22,no_bilstm,2024,2023
Cholera,0.8888044953346252,22,no_bilstm,2024,2023
Lassa Fever,0.3192971646785736,22,no_bilstm,2024,2023
Measles,1.545362949371338,22,no_bilstm,2024,2023
Mpox,1.7532219886779785,22,no_bilstm,2024,2023
Yellow Fever,0.5754541754722595,22,no_bilstm,2024,2023
AFP,0.8159759640693665,22,no_transformer,2024,2023
CSM,1.1767230033874512,22,no_transformer,2024,2023
Cholera,1.0172241926193237,22,no_transformer,2024,2023
Lassa Fever,0.3162931203842163,22,no_transformer,2024,2023
Measles,1.5759907960891724,22,no_transformer,2024,2023
Mpox,1.7492915391921997,22,no_transformer,2024,2023
Yellow Fever,0.662960946559906,22,no_transformer,2024,2023
AFP,0.7781535983085632,22,full_uniform,2024,2023
CSM,1.2900490760803223,22,full_uniform,2024,2023
Cholera,0.980700671672821,22,full_uniform,2024,2023
Lassa Fever,0.2637125849723816,22,full_uniform,2024,2023
Measles,1.735010027885437,22,full_uniform,2024,2023
Mpox,1.7099448442459106,22,full_uniform,2024,2023
Yellow Fever,0.6031420230865479,22,full_uniform,2024,2023
AFP,0.5807949900627136,42,tcn_only,2024,2024
CSM,1.8419601917266846,42,tcn_only,2024,2024
Cholera,1.7751919031143188,42,tcn_only,2024,2024
Lassa Fever,0.677243173122406,42,tcn_only,2024,2024
Measles,0.9576245546340942,42,tcn_only,2024,2024
Mpox,2.2484569549560547,42,tcn_only,2024,2024
Yellow Fever,0.5794069766998291,42,tcn_only,2024,2024
AFP,0.4834224581718445,42,bilstm_only,2024,2024
CSM,1.716799020767212,42,bilstm_only,2024,2024
Cholera,1.5700541734695435,42,bilstm_only,2024,2024
Lassa Fever,0.6033937931060791,42,bilstm_only,2024,2024
Measles,0.8545904755592346,42,bilstm_only,2024,2024
Mpox,1.969215750694275,42,bilstm_only,2024,2024
Yellow Fever,0.44474419951438904,42,bilstm_only,2024,2024
AFP,0.5575954914093018,42,transformer_only,2024,2024
CSM,1.8409485816955566,42,transformer_only,2024,2024
Cholera,1.616331696510315,42,transformer_only,2024,2024
Lassa Fever,0.6715207695960999,42,transformer_only,2024,2024
Measles,0.9779255986213684,42,transformer_only,2024,2024
Mpox,2.1226143836975098,42,transformer_only,2024,2024
Yellow Fever,0.532016932964325,42,transformer_only,2024,2024
AFP,0.5048639178276062,42,no_tcn,2024,2024
CSM,1.7567943334579468,42,no_tcn,2024,2024
Cholera,1.473203182220459,42,no_tcn,2024,2024
Lassa Fever,0.6185992360115051,42,no_tcn,2024,2024
Measles,0.8857512474060059,42,no_tcn,2024,2024
Mpox,1.9957629442214966,42,no_tcn,2024,2024
Yellow Fever,0.4725078046321869,42,no_tcn,2024,2024
AFP,0.5738926529884338,42,no_bilstm,2024,2024
CSM,1.843355417251587,42,no_bilstm,2024,2024
Cholera,1.7284001111984253,42,no_bilstm,2024,2024
Lassa Fever,0.6914452910423279,42,no_bilstm,2024,2024
Measles,0.9602764844894409,42,no_bilstm,2024,2024
Mpox,2.214662790298462,42,no_bilstm,2024,2024
Yellow Fever,0.5588535666465759,42,no_bilstm,2024,2024
AFP,0.517218291759491,42,no_transformer,2024,2024
CSM,1.760327696800232,42,no_transformer,2024,2024
Cholera,1.698731780052185,42,no_transformer,2024,2024
Lassa Fever,0.6281864643096924,42,no_transformer,2024,2024
Measles,0.8807534575462341,42,no_transformer,2024,2024
Mpox,2.121483564376831,42,no_transformer,2024,2024
Yellow Fever,0.5082194209098816,42,no_transformer,2024,2024
AFP,0.4949909448623657,42,full_uniform,2024,2024
CSM,1.7414536476135254,42,full_uniform,2024,2024
Cholera,1.692488670349121,42,full_uniform,2024,2024
Lassa Fever,0.6242035627365112,42,full_uniform,2024,2024
Measles,0.873001754283905,42,full_uniform,2024,2024
Mpox,2.0740158557891846,42,full_uniform,2024,2024
Yellow Fever,0.4766349196434021,42,full_uniform,2024,2024
AFP,0.6920520067214966,52,tcn_only,2024,2025
CSM,1.8456218242645264,52,tcn_only,2024,2025
Cholera,1.5867791175842285,52,tcn_only,2024,2025
Lassa Fever,0.38621756434440613,52,tcn_only,2024,2025
Measles,1.9427591562271118,52,tcn_only,2024,2025
Mpox,1.4789674282073975,52,tcn_only,2024,2025
Yellow Fever,0.7560377717018127,52,tcn_only,2024,2025
AFP,0.6347181797027588,52,bilstm_only,2024,2025
CSM,1.7143909931182861,52,bilstm_only,2024,2025
Cholera,1.6589207649230957,52,bilstm_only,2024,2025
Lassa Fever,0.3691287338733673,52,bilstm_only,2024,2025
Measles,1.737130045890808,52,bilstm_only,2024,2025
Mpox,1.7268351316452026,52,bilstm_only,2024,2025
Yellow Fever,0.6823514103889465,52,bilstm_only,2024,2025
AFP,0.681981086730957,52,transformer_only,2024,2025
CSM,1.857816219329834,52,transformer_only,2024,2025
Cholera,1.642011046409607,52,transformer_only,2024,2025
Lassa Fever,0.2643636167049408,52,transformer_only,2024,2025
Measles,2.0574300289154053,52,transformer_only,2024,2025
Mpox,1.2675260305404663,52,transformer_only,2024,2025
Yellow Fever,0.8165833950042725,52,transformer_only,2024,2025
AFP,0.6281371712684631,52,no_tcn,2024,2025
CSM,1.6899678707122803,52,no_tcn,2024,2025
Cholera,1.6837284564971924,52,no_tcn,2024,2025
Lassa Fever,0.380683958530426,52,no_tcn,2024,2025
Measles,1.7014261484146118,52,no_tcn,2024,2025
Mpox,1.7644543647766113,52,no_tcn,2024,2025
Yellow Fever,0.6885629892349243,52,no_tcn,2024,2025
AFP,0.6673746705055237,52,no_bilstm,2024,2025
CSM,1.739345669746399,52,no_bilstm,2024,2025
Cholera,1.810373306274414,52,no_bilstm,2024,2025
Lassa Fever,0.5135074853897095,52,no_bilstm,2024,2025
Measles,1.5066040754318237,52,no_bilstm,2024,2025
Mpox,2.1549036502838135,52,no_bilstm,2024,2025
Yellow Fever,0.6116577386856079,52,no_bilstm,2024,2025
AFP,0.7022771239280701,52,no_transformer,2024,2025
CSM,1.85291588306427,52,no_transformer,2024,2025
Cholera,1.5644289255142212,52,no_transformer,2024,2025
Lassa Fever,0.3707077205181122,52,no_transformer,2024,2025
Measles,1.8021336793899536,52,no_transformer,2024,2025
Mpox,1.6759873628616333,52,no_transformer,2024,2025
Yellow Fever,0.6744123697280884,52,no_transformer,2024,2025
AFP,0.6244324445724487,52,full_uniform,2024,2025
CSM,1.7923738956451416,52,full_uniform,2024,2025
Cholera,1.5757009983062744,52,full_uniform,2024,2025
Lassa Fever,0.37286269664764404,52,full_uniform,2024,2025
Measles,1.7507069110870361,52,full_uniform,2024,2025
Mpox,1.7179337739944458,52,full_uniform,2024,2025
Yellow Fever,0.663884162902832,52,full_uniform,2024,2025
AFP,1.5111998319625854,9,tcn_only,2024,2026
CSM,0.7213829755783081,9,tcn_only,2024,2026
Cholera,1.3793479204177856,9,tcn_only,2024,2026
Lassa Fever,0.7419826984405518,9,tcn_only,2024,2026
Measles,0.31729936599731445,9,tcn_only,2024,2026
Mpox,0.7148250937461853,9,tcn_only,2024,2026
Yellow Fever,0.6614367961883545,9,tcn_only,2024,2026
AFP,1.5429922342300415,9,bilstm_only,2024,2026
CSM,0.7525420188903809,9,bilstm_only,2024,2026
Cholera,1.7887393236160278,9,bilstm_only,2024,2026
Lassa Fever,0.7003487348556519,9,bilstm_only,2024,2026
Measles,0.36513036489486694,9,bilstm_only,2024,2026
Mpox,0.8376198410987854,9,bilstm_only,2024,2026
Yellow Fever,0.6936089396476746,9,bilstm_only,2024,2026
AFP,1.5203120708465576,9,transformer_only,2024,2026
CSM,0.6867582201957703,9,transformer_only,2024,2026
Cholera,1.5228841304779053,9,transformer_only,2024,2026
Lassa Fever,0.7228037714958191,9,transformer_only,2024,2026
