variant,mean,std,count
uniform_gate,1.0028337049646443,0.5949932050752029,147
entropy_w_0.0,0.9945376416047415,0.6132309560212336,147
entropy_w_0.02,1.0077492139574622,0.6091705160698274,147
entropy_w_0.05,0.9953311836841156,0.5894283487720711,147
entropy_w_0.1,1.0133700555279141,0.612156002149656,147
entropy_w_0.2,1.0181195140898633,0.6206750127063657,147
