disease,MAE,n,variant,seed_run,fold_test_year
Lassa Fever,0.300887793302536,22,entropy_w_0.1,123,2023
Measles,1.607800006866455,22,entropy_w_0.1,123,2023
Mpox,1.727765679359436,22,entropy_w_0.1,123,2023
Yellow Fever,0.6094716787338257,22,entropy_w_0.1,123,2023
AFP,0.8355771899223328,22,entropy_w_0.2,123,2023
CSM,1.2680280208587646,22,entropy_w_0.2,123,2023
Cholera,0.9666804671287537,22,entropy_w_0.2,123,2023
Lassa Fever,0.2877810001373291,22,entropy_w_0.2,123,2023
Measles,1.5952751636505127,22,entropy_w_0.2,123,2023
Mpox,1.6829413175582886,22,entropy_w_0.2,123,2023
Yellow Fever,0.5759409070014954,22,entropy_w_0.2,123,2023
AFP,0.524096667766571,42,uniform_gate,123,2024
CSM,1.7932628393173218,42,uniform_gate,123,2024
Cholera,1.5515007972717285,42,uniform_gate,123,2024
Lassa Fever,0.6419167518615723,42,uniform_gate,123,2024
Measles,0.9237844347953796,42,uniform_gate,123,2024
Mpox,2.076659679412842,42,uniform_gate,123,2024
Yellow Fever,0.4955488443374634,42,uniform_gate,123,2024
AFP,0.5776881575584412,42,entropy_w_0.0,123,2024
CSM,1.8903465270996094,42,entropy_w_0.0,123,2024
Cholera,1.8457860946655273,42,entropy_w_0.0,123,2024
Lassa Fever,0.745055615901947,42,entropy_w_0.0,123,2024
Measles,0.9215161204338074,42,entropy_w_0.0,123,2024
Mpox,2.3164451122283936,42,entropy_w_0.0,123,2024
Yellow Fever,0.6188699007034302,42,entropy_w_0.0,123,2024
AFP,0.5021512508392334,42,entropy_w_0.02,123,2024
CSM,1.7668700218200684,42,entropy_w_0.02,123,2024
Cholera,1.7453057765960693,42,entropy_w_0.02,123,2024
Lassa Fever,0.6719568967819214,42,entropy_w_0.02,123,2024
Measles,0.8540432453155518,42,entropy_w_0.02,123,2024
Mpox,2.1951169967651367,42,entropy_w_0.02,123,2024
Yellow Fever,0.5117550492286682,42,entropy_w_0.02,123,2024
AFP,0.5027433633804321,42,entropy_w_0.05,123,2024
CSM,1.7503952980041504,42,entropy_w_0.05,123,2024
Cholera,1.7453664541244507,42,entropy_w_0.05,123,2024
Lassa Fever,0.6264408230781555,42,entropy_w_0.05,123,2024
Measles,0.8760483264923096,42,entropy_w_0.05,123,2024
Mpox,2.089254140853882,42,entropy_w_0.05,123,2024
Yellow Fever,0.49183231592178345,42,entropy_w_0.05,123,2024
AFP,0.47405925393104553,42,entropy_w_0.1,123,2024
CSM,1.7098878622055054,42,entropy_w_0.1,123,2024
Cholera,1.6281152963638306,42,entropy_w_0.1,123,2024
Lassa Fever,0.6196949481964111,42,entropy_w_0.1,123,2024
Measles,0.8120911121368408,42,entropy_w_0.1,123,2024
Mpox,2.0616955757141113,42,entropy_w_0.1,123,2024
Yellow Fever,0.4597198963165283,42,entropy_w_0.1,123,2024
AFP,0.49561718106269836,42,entropy_w_0.2,123,2024
CSM,1.7618504762649536,42,entropy_w_0.2,123,2024
Cholera,1.7293628454208374,42,entropy_w_0.2,123,2024
Lassa Fever,0.678194522857666,42,entropy_w_0.2,123,2024
Measles,0.8455731272697449,42,entropy_w_0.2,123,2024
Mpox,2.220740556716919,42,entropy_w_0.2,123,2024
Yellow Fever,0.48290538787841797,42,entropy_w_0.2,123,2024
AFP,0.6433982253074646,52,uniform_gate,123,2025
CSM,1.7832483053207397,52,uniform_gate,123,2025
Cholera,1.604102611541748,52,uniform_gate,123,2025
Lassa Fever,0.43635308742523193,52,uniform_gate,123,2025
Measles,1.610559344291687,52,uniform_gate,123,2025
Mpox,1.9615098237991333,52,uniform_gate,123,2025
Yellow Fever,0.622780442237854,52,uniform_gate,123,2025
AFP,0.6725550889968872,52,entropy_w_0.0,123,2025
CSM,1.6405060291290283,52,entropy_w_0.0,123,2025
Cholera,1.7319880723953247,52,entropy_w_0.0,123,2025
Lassa Fever,0.4603535234928131,52,entropy_w_0.0,123,2025
Measles,1.4952589273452759,52,entropy_w_0.0,123,2025
Mpox,1.3833496570587158,52,entropy_w_0.0,123,2025
Yellow Fever,0.7693790793418884,52,entropy_w_0.0,123,2025
AFP,0.6772676706314087,52,entropy_w_0.02,123,2025
CSM,1.8245818614959717,52,entropy_w_0.02,123,2025
Cholera,1.5934841632843018,52,entropy_w_0.02,123,2025
Lassa Fever,0.3508751094341278,52,entropy_w_0.02,123,2025
Measles,1.772992491722107,52,entropy_w_0.02,123,2025
Mpox,1.680269718170166,52,entropy_w_0.02,123,2025
Yellow Fever,0.6924502849578857,52,entropy_w_0.02,123,2025
AFP,0.6577044725418091,52,entropy_w_0.05,123,2025
CSM,1.7408509254455566,52,entropy_w_0.05,123,2025
Cholera,1.639323115348816,52,entropy_w_0.05,123,2025
Lassa Fever,0.39636528491973877,52,entropy_w_0.05,123,2025
Measles,1.668999195098877,52,entropy_w_0.05,123,2025
Mpox,1.8347675800323486,52,entropy_w_0.05,123,2025
Yellow Fever,0.6646372675895691,52,entropy_w_0.05,123,2025
AFP,0.6405076384544373,52,entropy_w_0.1,123,2025
CSM,1.7194880247116089,52,entropy_w_0.1,123,2025
Cholera,1.6587889194488525,52,entropy_w_0.1,123,2025
Lassa Fever,0.4152620732784271,52,entropy_w_0.1,123,2025
Measles,1.638948917388916,52,entropy_w_0.1,123,2025
Mpox,1.866346836090088,52,entropy_w_0.1,123,2025
Yellow Fever,0.6637499332427979,52,entropy_w_0.1,123,2025
AFP,0.6198321580886841,52,entropy_w_0.2,123,2025
CSM,1.7746022939682007,52,entropy_w_0.2,123,2025
Cholera,1.5629438161849976,52,entropy_w_0.2,123,2025
Lassa Fever,0.35219764709472656,52,entropy_w_0.2,123,2025
Measles,1.7953578233718872,52,entropy_w_0.2,123,2025
Mpox,1.6516393423080444,52,entropy_w_0.2,123,2025
Yellow Fever,0.6945189833641052,52,entropy_w_0.2,123,2025
AFP,1.4815131425857544,9,uniform_gate,123,2026
CSM,0.7722417712211609,9,uniform_gate,123,2026
Cholera,1.41694974899292,9,uniform_gate,123,2026
Lassa Fever,0.7557122707366943,9,uniform_gate,123,2026
Measles,0.3194049298763275,9,uniform_gate,123,2026
Mpox,0.7796013951301575,9,uniform_gate,123,2026
Yellow Fever,0.6313953399658203,9,uniform_gate,123,2026
AFP,1.463864803314209,9,entropy_w_0.0,123,2026
CSM,0.45430055260658264,9,entropy_w_0.0,123,2026
Cholera,1.6005499362945557,9,entropy_w_0.0,123,2026
Lassa Fever,0.36846786737442017,9,entropy_w_0.0,123,2026
Measles,0.7477495074272156,9,entropy_w_0.0,123,2026
Mpox,0.4365205764770508,9,entropy_w_0.0,123,2026
Yellow Fever,0.5410538911819458,9,entropy_w_0.0,123,2026
AFP,1.47251558303833,9,entropy_w_0.02,123,2026
CSM,0.8824617862701416,9,entropy_w_0.02,123,2026
Cholera,2.123396635055542,9,entropy_w_0.02,123,2026
Lassa Fever,0.18549510836601257,9,entropy_w_0.02,123,2026
Measles,0.5722012519836426,9,entropy_w_0.02,123,2026
Mpox,1.325770378112793,9,entropy_w_0.02,123,2026
Yellow Fever,0.829809308052063,9,entropy_w_0.02,123,2026
AFP,1.5460199117660522,9,entropy_w_0.05,123,2026
CSM,0.2536154091358185,9,entropy_w_0.05,123,2026
Cholera,1.513434886932373,9,entropy_w_0.05,123,2026
Lassa Fever,0.47739654779434204,9,entropy_w_0.05,123,2026
Measles,0.5744140148162842,9,entropy_w_0.05,123,2026
Mpox,0.4413031041622162,9,entropy_w_0.05,123,2026
Yellow Fever,0.6585147976875305,9,entropy_w_0.05,123,2026
AFP,1.5833239555358887,9,entropy_w_0.1,123,2026
CSM,0.5539973378181458,9,entropy_w_0.1,123,2026
Cholera,1.4878432750701904,9,entropy_w_0.1,123,2026
Lassa Fever,0.6536296606063843,9,entropy_w_0.1,123,2026
Measles,0.424911767244339,9,entropy_w_0.1,123,2026
Mpox,0.6142928004264832,9,entropy_w_0.1,123,2026
Yellow Fever,0.6652783155441284,9,entropy_w_0.1,123,2026
AFP,1.6526280641555786,9,entropy_w_0.2,123,2026
CSM,0.5493901371955872,9,entropy_w_0.2,123,2026
Cholera,1.5833059549331665,9,entropy_w_0.2,123,2026
Lassa Fever,0.36790594458580017,9,entropy_w_0.2,123,2026
Measles,0.6024549007415771,9,entropy_w_0.2,123,2026
Mpox,0.3369816541671753,9,entropy_w_0.2,123,2026
Yellow Fever,0.7182762622833252,9,entropy_w_0.2,123,2026
AFP,0.24811117351055145,50,uniform_gate,2024,2020
CSM,1.0108600854873657,50,uniform_gate,2024,2020
Cholera,1.9758775234222412,50,uniform_gate,2024,2020
Lassa Fever,0.6125208139419556,50,uniform_gate,2024,2020
Measles,0.9600159525871277,50,uniform_gate,2024,2020
Mpox,0.800564706325531,50,uniform_gate,2024,2020
Yellow Fever,1.035706877708435,50,uniform_gate,2024,2020
AFP,0.2852143347263336,50,entropy_w_0.0,2024,2020
CSM,1.0645970106124878,50,entropy_w_0.0,2024,2020
Cholera,2.050006151199341,50,entropy_w_0.0,2024,2020
Lassa Fever,0.6127405762672424,50,entropy_w_0.0,2024,2020
Measles,1.0195858478546143,50,entropy_w_0.0,2024,2020
Mpox,0.8645918369293213,50,entropy_w_0.0,2024,2020
Yellow Fever,1.0739814043045044,50,entropy_w_0.0,2024,2020
AFP,0.29189184308052063,50,entropy_w_0.02,2024,2020
CSM,1.0560944080352783,50,entropy_w_0.02,2024,2020
Cholera,2.0659475326538086,50,entropy_w_0.02,2024,2020
Lassa Fever,0.6237779855728149,50,entropy_w_0.02,2024,2020
Measles,1.0610647201538086,50,entropy_w_0.02,2024,2020
Mpox,0.8650628924369812,50,entropy_w_0.02,2024,2020
Yellow Fever,1.0564574003219604,50,entropy_w_0.02,2024,2020
AFP,0.24386455118656158,50,entropy_w_0.05,2024,2020
CSM,0.9519447088241577,50,entropy_w_0.05,2024,2020
Cholera,1.8838309049606323,50,entropy_w_0.05,2024,2020
Lassa Fever,0.6091813445091248,50,entropy_w_0.05,2024,2020
Measles,0.8629347085952759,50,entropy_w_0.05,2024,2020
Mpox,0.713543713092804,50,entropy_w_0.05,2024,2020
Yellow Fever,1.0063189268112183,50,entropy_w_0.05,2024,2020
AFP,0.5200886130332947,50,entropy_w_0.1,2024,2020
CSM,1.2461674213409424,50,entropy_w_0.1,2024,2020
Cholera,2.2048418521881104,50,entropy_w_0.1,2024,2020
Lassa Fever,0.7551560401916504,50,entropy_w_0.1,2024,2020
Measles,1.7052665948867798,50,entropy_w_0.1,2024,2020
Mpox,1.1791656017303467,50,entropy_w_0.1,2024,2020
Yellow Fever,1.1623988151550293,50,entropy_w_0.1,2024,2020
AFP,0.32127752900123596,50,entropy_w_0.2,2024,2020
CSM,1.0732452869415283,50,entropy_w_0.2,2024,2020
Cholera,2.113588333129883,50,entropy_w_0.2,2024,2020
Lassa Fever,0.6159664988517761,50,entropy_w_0.2,2024,2020
Measles,0.9800106287002563,50,entropy_w_0.2,2024,2020
Mpox,0.8960835933685303,50,entropy_w_0.2,2024,2020
Yellow Fever,1.095597267150879,50,entropy_w_0.2,2024,2020
AFP,0.46397483348846436,27,uniform_gate,2024,2021
CSM,0.8996967077255249,27,uniform_gate,2024,2021
Cholera,2.3454535007476807,27,uniform_gate,2024,2021
Lassa Fever,0.38217297196388245,27,uniform_gate,2024,2021
Measles,0.5690653324127197,27,uniform_gate,2024,2021
Mpox,0.5976990461349487,27,uniform_gate,2024,2021
Yellow Fever,0.5889015793800354,27,uniform_gate,2024,2021
AFP,0.4716167449951172,27,entropy_w_0.0,2024,2021
CSM,0.8882535099983215,27,entropy_w_0.0,2024,2021
Cholera,2.195173501968384,27,entropy_w_0.0,2024,2021
Lassa Fever,0.4567604660987854,27,entropy_w_0.0,2024,2021
Measles,0.4705387353897095,27,entropy_w_0.0,2024,2021
Mpox,0.6283970475196838,27,entropy_w_0.0,2024,2021
Yellow Fever,0.603942334651947,27,entropy_w_0.0,2024,2021
AFP,0.4828498363494873,27,entropy_w_0.02,2024,2021
CSM,0.8289329409599304,27,entropy_w_0.02,2024,2021
Cholera,2.481044054031372,27,entropy_w_0.02,2024,2021
Lassa Fever,0.33549895882606506,27,entropy_w_0.02,2024,2021
Measles,0.5409227013587952,27,entropy_w_0.02,2024,2021
Mpox,0.6312153339385986,27,entropy_w_0.02,2024,2021
Yellow Fever,0.5500636100769043,27,entropy_w_0.02,2024,2021
AFP,0.46874597668647766,27,entropy_w_0.05,2024,2021
CSM,0.8241384029388428,27,entropy_w_0.05,2024,2021
Cholera,2.3404054641723633,27,entropy_w_0.05,2024,2021
Lassa Fever,0.39543724060058594,27,entropy_w_0.05,2024,2021
Measles,0.47908422350883484,27,entropy_w_0.05,2024,2021
Mpox,0.6411306858062744,27,entropy_w_0.05,2024,2021
Yellow Fever,0.5464901328086853,27,entropy_w_0.05,2024,2021
AFP,0.494838148355484,27,entropy_w_0.1,2024,2021
CSM,0.9384297728538513,27,entropy_w_0.1,2024,2021
Cholera,2.1487741470336914,27,entropy_w_0.1,2024,2021
Lassa Fever,0.4456901550292969,27,entropy_w_0.1,2024,2021
Measles,0.5475350022315979,27,entropy_w_0.1,2024,2021
Mpox,0.6185675859451294,27,entropy_w_0.1,2024,2021
Yellow Fever,0.6394830346107483,27,entropy_w_0.1,2024,2021
AFP,0.4962897002696991,27,entropy_w_0.2,2024,2021
CSM,0.9491456151008606,27,entropy_w_0.2,2024,2021
Cholera,2.094130754470825,27,entropy_w_0.2,2024,2021
Lassa Fever,0.535973310470581,27,entropy_w_0.2,2024,2021
Measles,0.46387192606925964,27,entropy_w_0.2,2024,2021
Mpox,0.6676549315452576,27,entropy_w_0.2,2024,2021
Yellow Fever,0.6531601548194885,27,entropy_w_0.2,2024,2021
AFP,0.3318291902542114,15,uniform_gate,2024,2022
CSM,0.5845138430595398,15,uniform_gate,2024,2022
Cholera,1.4349510669708252,15,uniform_gate,2024,2022
Lassa Fever,0.20740960538387299,15,uniform_gate,2024,2022
Measles,0.584552526473999,15,uniform_gate,2024,2022
Mpox,2.4373559951782227,15,uniform_gate,2024,2022
Yellow Fever,0.5462483763694763,15,uniform_gate,2024,2022
AFP,0.42712417244911194,15,entropy_w_0.0,2024,2022
CSM,0.5193951725959778,15,entropy_w_0.0,2024,2022
Cholera,2.1613097190856934,15,entropy_w_0.0,2024,2022
Lassa Fever,0.379765123128891,15,entropy_w_0.0,2024,2022
Measles,0.873589813709259,15,entropy_w_0.0,2024,2022
Mpox,2.6652777194976807,15,entropy_w_0.0,2024,2022
Yellow Fever,0.39426857233047485,15,entropy_w_0.0,2024,2022
AFP,0.32716575264930725,15,entropy_w_0.02,2024,2022
CSM,0.6525094509124756,15,entropy_w_0.02,2024,2022
Cholera,1.26410710811615,15,entropy_w_0.02,2024,2022
Lassa Fever,0.18787075579166412,15,entropy_w_0.02,2024,2022
Measles,0.6596224308013916,15,entropy_w_0.02,2024,2022
Mpox,2.3566110134124756,15,entropy_w_0.02,2024,2022
Yellow Fever,0.6268007159233093,15,entropy_w_0.02,2024,2022
AFP,0.37317389249801636,15,entropy_w_0.05,2024,2022
CSM,0.5862773656845093,15,entropy_w_0.05,2024,2022
Cholera,1.5627672672271729,15,entropy_w_0.05,2024,2022
Lassa Fever,0.19856767356395721,15,entropy_w_0.05,2024,2022
Measles,0.6540860533714294,15,entropy_w_0.05,2024,2022
Mpox,2.4784862995147705,15,entropy_w_0.05,2024,2022
Yellow Fever,0.5093449950218201,15,entropy_w_0.05,2024,2022
AFP,0.4117412269115448,15,entropy_w_0.1,2024,2022
CSM,0.5992603302001953,15,entropy_w_0.1,2024,2022
Cholera,1.921074390411377,15,entropy_w_0.1,2024,2022
Lassa Fever,0.25875794887542725,15,entropy_w_0.1,2024,2022
Measles,0.7681314945220947,15,entropy_w_0.1,2024,2022
Mpox,2.575737953186035,15,entropy_w_0.1,2024,2022
Yellow Fever,0.4535292983055115,15,entropy_w_0.1,2024,2022
AFP,0.40819182991981506,15,entropy_w_0.2,2024,2022
CSM,0.5242397785186768,15,entropy_w_0.2,2024,2022
Cholera,1.993788242340088,15,entropy_w_0.2,2024,2022
Lassa Fever,0.28744325041770935,15,entropy_w_0.2,2024,2022
Measles,0.7432871460914612,15,entropy_w_0.2,2024,2022
Mpox,2.6186280250549316,15,entropy_w_0.2,2024,2022
Yellow Fever,0.3738771378993988,15,entropy_w_0.2,2024,2022
AFP,0.7918196320533752,22,uniform_gate,2024,2023
CSM,1.2311209440231323,22,uniform_gate,2024,2023
Cholera,1.0548479557037354,22,uniform_gate,2024,2023
Lassa Fever,0.26280468702316284,22,uniform_gate,2024,2023
Measles,1.7234231233596802,22,uniform_gate,2024,2023
Mpox,1.7024612426757812,22,uniform_gate,2024,2023
Yellow Fever,0.6312463283538818,22,uniform_gate,2024,2023
AFP,0.7775382995605469,22,entropy_w_0.0,2024,2023
CSM,1.2946325540542603,22,entropy_w_0.0,2024,2023
Cholera,1.0646424293518066,22,entropy_w_0.0,2024,2023
Lassa Fever,0.2684534788131714,22,entropy_w_0.0,2024,2023
Measles,1.8013718128204346,22,entropy_w_0.0,2024,2023
Mpox,1.7074817419052124,22,entropy_w_0.0,2024,2023
Yellow Fever,0.5979238152503967,22,entropy_w_0.0,2024,2023
AFP,0.8072342276573181,22,entropy_w_0.02,2024,2023
CSM,1.2295503616333008,22,entropy_w_0.02,2024,2023
Cholera,0.9277510046958923,22,entropy_w_0.02,2024,2023
Lassa Fever,0.3231981098651886,22,entropy_w_0.02,2024,2023
Measles,1.5473999977111816,22,entropy_w_0.02,2024,2023
Mpox,1.7758105993270874,22,entropy_w_0.02,2024,2023
Yellow Fever,0.6160765886306763,22,entropy_w_0.02,2024,2023
AFP,0.8090487122535706,22,entropy_w_0.05,2024,2023
CSM,1.2064900398254395,22,entropy_w_0.05,2024,2023
Cholera,0.9817345142364502,22,entropy_w_0.05,2024,2023
Lassa Fever,0.29741957783699036,22,entropy_w_0.05,2024,2023
Measles,1.6333670616149902,22,entropy_w_0.05,2024,2023
Mpox,1.7268811464309692,22,entropy_w_0.05,2024,2023
Yellow Fever,0.6253524422645569,22,entropy_w_0.05,2024,2023
AFP,0.8179867267608643,22,entropy_w_0.1,2024,2023
CSM,1.177445888519287,22,entropy_w_0.1,2024,2023
Cholera,0.9639476537704468,22,entropy_w_0.1,2024,2023
Lassa Fever,0.3499354124069214,22,entropy_w_0.1,2024,2023
Measles,1.4944409132003784,22,entropy_w_0.1,2024,2023
Mpox,1.7903841733932495,22,entropy_w_0.1,2024,2023
Yellow Fever,0.6540083885192871,22,entropy_w_0.1,2024,2023
AFP,0.8173955678939819,22,entropy_w_0.2,2024,2023
CSM,1.2133060693740845,22,entropy_w_0.2,2024,2023
Cholera,1.0270514488220215,22,entropy_w_0.2,2024,2023
Lassa Fever,0.28790515661239624,22,entropy_w_0.2,2024,2023
Measles,1.6340107917785645,22,entropy_w_0.2,2024,2023
Mpox,1.692047119140625,22,entropy_w_0.2,2024,2023
Yellow Fever,0.5917664170265198,22,entropy_w_0.2,2024,2023
AFP,0.5364230275154114,42,uniform_gate,2024,2024
CSM,1.8129664659500122,42,uniform_gate,2024,2024
Cholera,1.6287469863891602,42,uniform_gate,2024,2024
Lassa Fever,0.6627964973449707,42,uniform_gate,2024,2024
Measles,0.9415434002876282,42,uniform_gate,2024,2024
Mpox,2.13839054107666,42,uniform_gate,2024,2024
Yellow Fever,0.5139867067337036,42,uniform_gate,2024,2024
AFP,0.636777400970459,42,entropy_w_0.0,2024,2024
CSM,1.7665964365005493,42,entropy_w_0.0,2024,2024
Cholera,1.7852659225463867,42,entropy_w_0.0,2024,2024
Lassa Fever,0.5886435508728027,42,entropy_w_0.0,2024,2024
Measles,0.7847667932510376,42,entropy_w_0.0,2024,2024
Mpox,2.1266815662384033,42,entropy_w_0.0,2024,2024
Yellow Fever,0.5277063846588135,42,entropy_w_0.0,2024,2024
AFP,0.49478721618652344,42,entropy_w_0.02,2024,2024
CSM,1.743277907371521,42,entropy_w_0.02,2024,2024
Cholera,1.519394874572754,42,entropy_w_0.02,2024,2024
Lassa Fever,0.6092544198036194,42,entropy_w_0.02,2024,2024
Measles,0.8759637475013733,42,entropy_w_0.02,2024,2024
Mpox,1.9695625305175781,42,entropy_w_0.02,2024,2024
Yellow Fever,0.4581987261772156,42,entropy_w_0.02,2024,2024
AFP,0.4920958876609802,42,entropy_w_0.05,2024,2024
CSM,1.7128621339797974,42,entropy_w_0.05,2024,2024
Cholera,1.5216349363327026,42,entropy_w_0.05,2024,2024
Lassa Fever,0.5702112913131714,42,entropy_w_0.05,2024,2024
Measles,0.901034951210022,42,entropy_w_0.05,2024,2024
Mpox,1.8099850416183472,42,entropy_w_0.05,2024,2024
Yellow Fever,0.4326992630958557,42,entropy_w_0.05,2024,2024
AFP,0.5391784310340881,42,entropy_w_0.1,2024,2024
CSM,1.6670153141021729,42,entropy_w_0.1,2024,2024
Cholera,1.2241119146347046,42,entropy_w_0.1,2024,2024
Lassa Fever,0.6469520330429077,42,entropy_w_0.1,2024,2024
Measles,0.89276522397995,42,entropy_w_0.1,2024,2024
Mpox,1.6904716491699219,42,entropy_w_0.1,2024,2024
Yellow Fever,0.6187446117401123,42,entropy_w_0.1,2024,2024
AFP,0.5513843297958374,42,entropy_w_0.2,2024,2024
CSM,1.8145214319229126,42,entropy_w_0.2,2024,2024
Cholera,1.5440469980239868,42,entropy_w_0.2,2024,2024
Lassa Fever,0.6456347107887268,42,entropy_w_0.2,2024,2024
Measles,0.9298605918884277,42,entropy_w_0.2,2024,2024
Mpox,2.08245587348938,42,entropy_w_0.2,2024,2024
Yellow Fever,0.5295460820198059,42,entropy_w_0.2,2024,2024
AFP,0.6325433254241943,52,uniform_gate,2024,2025
CSM,1.755920171737671,52,uniform_gate,2024,2025
Cholera,1.6077625751495361,52,uniform_gate,2024,2025
Lassa Fever,0.4006018042564392,52,uniform_gate,2024,2025
Measles,1.70652174949646,52,uniform_gate,2024,2025
Mpox,1.8220487833023071,52,uniform_gate,2024,2025
Yellow Fever,0.6697341203689575,52,uniform_gate,2024,2025
AFP,0.6555256247520447,52,entropy_w_0.0,2024,2025
CSM,1.761561632156372,52,entropy_w_0.0,2024,2025
Cholera,1.651357889175415,52,entropy_w_0.0,2024,2025
Lassa Fever,0.302799254655838,52,entropy_w_0.0,2024,2025
Measles,1.8640497922897339,52,entropy_w_0.0,2024,2025
Mpox,1.5334748029708862,52,entropy_w_0.0,2024,2025
Yellow Fever,0.7351204752922058,52,entropy_w_0.0,2024,2025
AFP,0.6720317006111145,52,entropy_w_0.02,2024,2025
CSM,1.7673132419586182,52,entropy_w_0.02,2024,2025
Cholera,1.5985546112060547,52,entropy_w_0.02,2024,2025
Lassa Fever,0.35797789692878723,52,entropy_w_0.02,2024,2025
Measles,1.7347207069396973,52,entropy_w_0.02,2024,2025
Mpox,1.0671337842941284,52,entropy_w_0.02,2024,2025
Yellow Fever,0.7774308323860168,52,entropy_w_0.02,2024,2025
AFP,0.6948499083518982,52,entropy_w_0.05,2024,2025
CSM,1.7628508806228638,52,entropy_w_0.05,2024,2025
Cholera,1.551352620124817,52,entropy_w_0.05,2024,2025
Lassa Fever,0.5729522109031677,52,entropy_w_0.05,2024,2025
Measles,1.3723849058151245,52,entropy_w_0.05,2024,2025
Mpox,1.5951497554779053,52,entropy_w_0.05,2024,2025
Yellow Fever,0.646190345287323,52,entropy_w_0.05,2024,2025
AFP,0.6438077092170715,52,entropy_w_0.1,2024,2025
CSM,1.927529215812683,52,entropy_w_0.1,2024,2025
Cholera,1.5319995880126953,52,entropy_w_0.1,2024,2025
Lassa Fever,0.4345870316028595,52,entropy_w_0.1,2024,2025
Measles,1.8392916917800903,52,entropy_w_0.1,2024,2025
Mpox,1.644789457321167,52,entropy_w_0.1,2024,2025
Yellow Fever,0.7059563398361206,52,entropy_w_0.1,2024,2025
AFP,0.6674702763557434,52,entropy_w_0.2,2024,2025
CSM,1.8872413635253906,52,entropy_w_0.2,2024,2025
Cholera,1.4863077402114868,52,entropy_w_0.2,2024,2025
Lassa Fever,0.34894007444381714,52,entropy_w_0.2,2024,2025
Measles,2.0004968643188477,52,entropy_w_0.2,2024,2025
Mpox,1.352951169013977,52,entropy_w_0.2,2024,2025
Yellow Fever,0.7794152498245239,52,entropy_w_0.2,2024,2025
AFP,1.49480140209198,9,uniform_gate,2024,2026
CSM,0.7429640889167786,9,uniform_gate,2024,2026
Cholera,1.395967960357666,9,uniform_gate,2024,2026
Lassa Fever,0.7555553913116455,9,uniform_gate,2024,2026
Measles,0.31295931339263916,9,uniform_gate,2024,2026
Mpox,0.7506061792373657,9,uniform_gate,2024,2026
Yellow Fever,0.6448424458503723,9,uniform_gate,2024,2026
AFP,1.2030143737792969,9,entropy_w_0.0,2024,2026
CSM,0.8934478759765625,9,entropy_w_0.0,2024,2026
Cholera,0.9373700022697449,9,entropy_w_0.0,2024,2026
Lassa Fever,0.7290403246879578,9,entropy_w_0.0,2024,2026
Measles,0.5509023070335388,9,entropy_w_0.0,2024,2026
Mpox,0.4069017171859741,9,entropy_w_0.0,2024,2026
Yellow Fever,0.43483367562294006,9,entropy_w_0.0,2024,2026
AFP,1.58052659034729,9,entropy_w_0.02,2024,2026
CSM,0.56245356798172,9,entropy_w_0.02,2024,2026
Cholera,1.5692801475524902,9,entropy_w_0.02,2024,2026
Lassa Fever,0.6891995072364807,9,entropy_w_0.02,2024,2026
Measles,0.3977431058883667,9,entropy_w_0.02,2024,2026
Mpox,0.5981488823890686,9,entropy_w_0.02,2024,2026
Yellow Fever,0.7275855541229248,9,entropy_w_0.02,2024,2026
AFP,1.623666763305664,9,entropy_w_0.05,2024,2026
CSM,0.48011377453804016,9,entropy_w_0.05,2024,2026
Cholera,1.683829426765442,9,entropy_w_0.05,2024,2026
Lassa Fever,0.6417128443717957,9,entropy_w_0.05,2024,2026
Measles,0.4814950227737427,9,entropy_w_0.05,2024,2026
Mpox,0.48765838146209717,9,entropy_w_0.05,2024,2026
Yellow Fever,0.7766689658164978,9,entropy_w_0.05,2024,2026
AFP,1.7900941371917725,9,entropy_w_0.1,2024,2026
CSM,0.23926538228988647,9,entropy_w_0.1,2024,2026
Cholera,2.3635106086730957,9,entropy_w_0.1,2024,2026
Lassa Fever,0.46977609395980835,9,entropy_w_0.1,2024,2026
Measles,0.5497573018074036,9,entropy_w_0.1,2024,2026
Mpox,0.5116088390350342,9,entropy_w_0.1,2024,2026
Yellow Fever,0.7574427723884583,9,entropy_w_0.1,2024,2026
AFP,1.4354939460754395,9,entropy_w_0.2,2024,2026
CSM,0.8740020394325256,9,entropy_w_0.2,2024,2026
Cholera,1.4189491271972656,9,entropy_w_0.2,2024,2026
Lassa Fever,0.7975382208824158,9,entropy_w_0.2,2024,2026
Measles,0.2657921016216278,9,entropy_w_0.2,2024,2026
Mpox,0.9260456562042236,9,entropy_w_0.2,2024,2026
Yellow Fever,0.5845416188240051,9,entropy_w_0.2,2024,2026
