,cases_imp,deaths_imp,month_num,is_wet_season,year_trend
cases_imp,1.0,0.5716409034802024,0.1323688110852129,0.2920246354803551,-0.1030339116954199
deaths_imp,0.5716409034802024,1.0,0.09791439132575247,0.1897078500510187,0.038299556408418554
month_num,0.1323688110852129,0.09791439132575247,1.0,0.13467657106598563,0.09377150699010638
is_wet_season,0.2920246354803551,0.1897078500510187,0.13467657106598563,1.0,-0.013498799342755916
year_trend,-0.1030339116954199,0.038299556408418554,0.09377150699010638,-0.013498799342755916,1.0
