year,month,epi_week,disease,suspected_cases,confirmed_cases,deaths,states_affected,lgas_affected,cfr_pct,report_url
2021,7,28,Lassa Fever,70,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/28
2021,7,28,CSM,5,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/28
2021,7,28,Yellow Fever,32,,0,13,30,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/28
2021,7,28,Cholera,534,,18,8,53,3.37,https://ncdc.gov.ng/reports/weekly/2021/7/28
2021,7,28,Measles,498,,,15,62,,https://ncdc.gov.ng/reports/weekly/2021/7/28
2021,7,28,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2021/7/28
2021,7,28,AFP,98,,0,19,77,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/28
2021,7,29,Lassa Fever,66,,,3,4,,https://ncdc.gov.ng/reports/weekly/2021/7/29
2021,7,29,CSM,3,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/29
2021,7,29,Yellow Fever,25,,0,11,23,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/29
2021,7,29,Cholera,1554,,20,5,88,1.29,https://ncdc.gov.ng/reports/weekly/2021/7/29
2021,7,29,Measles,299,,0,18,72,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/29
2021,7,29,Measles,3,,0,3,4,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/29
2021,7,29,AFP,75,,0,20,67,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/29
2021,7,30,Lassa Fever,133,,0,11,33,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/30
2021,7,30,CSM,4,,0,,2,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/30
2021,7,30,Yellow Fever,9,,0,7,8,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/30
2021,7,30,Cholera,1699,,86,5,65,5.06,https://ncdc.gov.ng/reports/weekly/2021/7/30
2021,7,30,Measles,147,,0,19,58,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/30
2021,7,30,Mpox,4,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/30
2021,7,30,AFP,99,,0,17,76,0.0,https://ncdc.gov.ng/reports/weekly/2021/7/30
2023,10,40,Lassa Fever,67,,,12,17,,https://ncdc.gov.ng/reports/weekly/2023/10/40
2023,10,40,CSM,6,0,,4,4,,https://ncdc.gov.ng/reports/weekly/2023/10/40
2023,10,40,Yellow Fever,71,0,0,21,39,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/40
2023,10,40,Cholera,6,0,0,4,6,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/40
2023,10,40,Measles,30,0,0,8,24,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/40
2023,10,40,AFP,91,0,0,26,37,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/40
2023,10,40,COVID-19,8240,400,0,6,19,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/40
2023,10,40,Diphtheria,440,352,,7,42,,https://ncdc.gov.ng/reports/weekly/2023/10/40
2023,10,41,Lassa Fever,103,,,11,19,,https://ncdc.gov.ng/reports/weekly/2023/10/41
2023,10,41,Yellow Fever,80,0,0,23,33,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/41
2023,10,41,Cholera,5,0,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/41
2023,10,41,Measles,13,0,0,8,13,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/41
2023,10,41,Mpox,5,0,0,4,4,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/41
2023,10,41,AFP,90,0,0,23,52,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/41
2023,10,41,COVID-19,123,,0,,2,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/41
2023,10,41,Diphtheria,336,299,,3,20,,https://ncdc.gov.ng/reports/weekly/2023/10/41
2023,10,42,Lassa Fever,118,,0,17,26,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/42
2023,10,42,CSM,3,0,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/42
2023,10,42,Yellow Fever,2412,0,0,22,39,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/42
2023,10,42,Cholera,19,0,0,,2,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/42
2023,10,42,Measles,65,,0,7,38,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/42
2023,10,42,Mpox,21,,0,8,15,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/42
2023,10,42,AFP,116,0,0,23,73,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/42
2023,10,42,Diphtheria,656,478,,5,35,,https://ncdc.gov.ng/reports/weekly/2023/10/42
2023,10,43,Lassa Fever,124,,0,16,21,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/43
2023,10,43,Yellow Fever,47,0,,19,25,,https://ncdc.gov.ng/reports/weekly/2023/10/43
2023,10,43,Cholera,19,,0,5,7,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/43
2023,10,43,Measles,13,0,0,5,9,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/43
2023,10,43,Mpox,17,0,0,10,16,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/43
2023,10,43,AFP,96,0,0,27,33,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/43
2023,10,43,Diphtheria,286,243,,3,19,,https://ncdc.gov.ng/reports/weekly/2023/10/43
2023,10,44,Lassa Fever,117,,0,12,21,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/44
2023,10,44,Yellow Fever,47,0,,19,25,,https://ncdc.gov.ng/reports/weekly/2023/10/44
2023,10,44,Cholera,7,,0,3,4,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/44
2023,10,44,Measles,175,30,0,15,67,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/44
2023,10,44,Mpox,22,0,0,8,13,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/44
2023,10,44,AFP,81,0,0,25,32,0.0,https://ncdc.gov.ng/reports/weekly/2023/10/44
2023,10,44,Diphtheria,217,178,,5,29,,https://ncdc.gov.ng/reports/weekly/2023/10/44
2023,11,45,Lassa Fever,95,12,,12,19,,https://ncdc.gov.ng/reports/weekly/2023/11/45
2023,11,45,Yellow Fever,19,0,,10,12,,https://ncdc.gov.ng/reports/weekly/2023/11/45
2023,11,45,Cholera,5,,,4,4,,https://ncdc.gov.ng/reports/weekly/2023/11/45
2023,11,45,Measles,149,22,0,16,73,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/45
2023,11,45,Mpox,30,,0,9,15,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/45
2023,11,45,AFP,82,0,0,22,50,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/45
2023,11,45,Diphtheria,204,127,,3,13,,https://ncdc.gov.ng/reports/weekly/2023/11/45
2023,11,46,Lassa Fever,125,17,,16,21,,https://ncdc.gov.ng/reports/weekly/2023/11/46
2023,11,46,Yellow Fever,72,0,,29,21,,https://ncdc.gov.ng/reports/weekly/2023/11/46
2023,11,46,Cholera,5,,,4,4,,https://ncdc.gov.ng/reports/weekly/2023/11/46
2023,11,46,Measles,104,15,0,19,82,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/46
2023,11,46,AFP,42,0,0,22,23,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/46
2023,11,46,Diphtheria,121,82,0,4,18,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/46
2023,11,47,Lassa Fever,122,11,,11,17,,https://ncdc.gov.ng/reports/weekly/2023/11/47
2023,11,47,Yellow Fever,108,0,,23,31,,https://ncdc.gov.ng/reports/weekly/2023/11/47
2023,11,47,Cholera,36,,,7,7,,https://ncdc.gov.ng/reports/weekly/2023/11/47
2023,11,47,Measles,141,18,0,18,72,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/47
2023,11,47,Mpox,26,,0,9,20,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/47
2023,11,47,AFP,10,0,0,9,9,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/47
2023,11,47,Diphtheria,155,128,,3,16,,https://ncdc.gov.ng/reports/weekly/2023/11/47
2023,11,48,Lassa Fever,119,16,,17,19,,https://ncdc.gov.ng/reports/weekly/2023/11/48
2023,11,48,CSM,7,,,4,6,,https://ncdc.gov.ng/reports/weekly/2023/11/48
2023,11,48,Yellow Fever,84,0,0,18,29,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/48
2023,11,48,Cholera,8,0,,5,5,,https://ncdc.gov.ng/reports/weekly/2023/11/48
2023,11,48,Measles,91,16,0,15,37,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/48
2023,11,48,Mpox,20,,0,7,14,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/48
2023,11,48,AFP,13,0,0,9,11,0.0,https://ncdc.gov.ng/reports/weekly/2023/11/48
2023,11,48,Diphtheria,454,354,,6,31,,https://ncdc.gov.ng/reports/weekly/2023/11/48
2023,12,49,Lassa Fever,165,21,,16,29,,https://ncdc.gov.ng/reports/weekly/2023/12/49
2023,12,49,CSM,23,,,6,8,,https://ncdc.gov.ng/reports/weekly/2023/12/49
2023,12,49,Yellow Fever,61,0,0,18,25,0.0,https://ncdc.gov.ng/reports/weekly/2023/12/49
2023,12,49,Cholera,7,0,,2,2,,https://ncdc.gov.ng/reports/weekly/2023/12/49
2023,12,49,Measles,29,,0,8,17,0.0,https://ncdc.gov.ng/reports/weekly/2023/12/49
2023,12,49,Mpox,23,0,0,8,14,0.0,https://ncdc.gov.ng/reports/weekly/2023/12/49
2023,12,49,AFP,8,0,0,6,6,0.0,https://ncdc.gov.ng/reports/weekly/2023/12/49
2023,12,49,Diphtheria,130,105,,3,13,,https://ncdc.gov.ng/reports/weekly/2023/12/49
2023,7,27,Lassa Fever,108,,0,4,5,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/27
2023,7,27,CSM,7,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/27
2023,7,27,Yellow Fever,31,,,18,26,,https://ncdc.gov.ng/reports/weekly/2023/7/27
2023,7,27,Cholera,35,,,7,13,,https://ncdc.gov.ng/reports/weekly/2023/7/27
2023,7,27,Measles,132,,0,20,81,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/27
2023,7,27,AFP,86,,0,20,63,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/27
2023,7,27,Diphtheria,484,167,13,11,35,2.69,https://ncdc.gov.ng/reports/weekly/2023/7/27
2023,7,28,Lassa Fever,119,,,11,36,,https://ncdc.gov.ng/reports/weekly/2023/7/28
2023,7,28,CSM,168,12,0,4,11,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/28
2023,7,28,Yellow Fever,54,0,0,21,42,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/28
2023,7,28,Cholera,38,,,7,12,,https://ncdc.gov.ng/reports/weekly/2023/7/28
2023,7,28,Measles,106,10,0,25,103,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/28
2023,7,28,Mpox,10,0,,6,9,,https://ncdc.gov.ng/reports/weekly/2023/7/28
2023,7,28,AFP,86,,0,20,63,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/28
2023,7,28,COVID-19,14,0,0,,1,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/28
2023,7,28,Diphtheria,168,63,,3,13,,https://ncdc.gov.ng/reports/weekly/2023/7/28
2023,7,29,Lassa Fever,114,,0,3,8,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/29
2023,7,29,CSM,116,,,2,19,,https://ncdc.gov.ng/reports/weekly/2023/7/29
2023,7,29,Yellow Fever,5,0,0,3,4,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/29
2023,7,29,Cholera,10,,,,1,,https://ncdc.gov.ng/reports/weekly/2023/7/29
2023,7,29,Measles,69,,0,17,41,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/29
2023,7,29,Mpox,17,0,,6,9,,https://ncdc.gov.ng/reports/weekly/2023/7/29
2023,7,29,AFP,116,,0,27,106,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/29
2023,7,29,COVID-19,15,,0,,3,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/29
2023,7,29,Diphtheria,175,103,3,6,20,1.71,https://ncdc.gov.ng/reports/weekly/2023/7/29
2023,7,30,Lassa Fever,117,12,,10,28,,https://ncdc.gov.ng/reports/weekly/2023/7/30
2023,7,30,CSM,150,,,3,5,,https://ncdc.gov.ng/reports/weekly/2023/7/30
2023,7,30,Yellow Fever,21,0,0,12,17,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/30
2023,7,30,Yellow Fever,21,0,0,12,17,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/30
2023,7,30,Cholera,4,0,0,4,4,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/30
2023,7,30,Measles,61,,0,17,31,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/30
2023,7,30,Mpox,23,0,0,9,13,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/30
2023,7,30,AFP,88,0,0,21,49,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/30
2023,7,30,COVID-19,2,,0,,1,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/30
2023,7,30,Diphtheria,259,223,13,5,19,5.02,https://ncdc.gov.ng/reports/weekly/2023/7/30
2023,7,31,Lassa Fever,64,,0,12,23,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/31
2023,7,31,CSM,31,,,,10,,https://ncdc.gov.ng/reports/weekly/2023/7/31
2023,7,31,Yellow Fever,25,0,0,5,8,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/31
2023,7,31,Cholera,11,0,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/31
2023,7,31,Measles,45,,0,12,22,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/31
2023,7,31,AFP,106,0,0,17,81,0.0,https://ncdc.gov.ng/reports/weekly/2023/7/31
2023,7,31,Diphtheria,178,105,,6,31,,https://ncdc.gov.ng/reports/weekly/2023/7/31
2023,8,32,Lassa Fever,94,,,9,15,,https://ncdc.gov.ng/reports/weekly/2023/8/32
2023,8,32,CSM,3,0,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/32
2023,8,32,Yellow Fever,48,0,0,16,,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/32
2023,8,32,Cholera,3,0,,2,2,,https://ncdc.gov.ng/reports/weekly/2023/8/32
2023,8,32,Measles,92,,,18,32,,https://ncdc.gov.ng/reports/weekly/2023/8/32
2023,8,32,Mpox,14,0,0,5,8,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/32
2023,8,32,AFP,97,0,0,29,42,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/32
2023,8,32,COVID-19,1,0,0,,1,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/32
2023,8,32,Diphtheria,78,12,,5,18,,https://ncdc.gov.ng/reports/weekly/2023/8/32
2023,8,33,Lassa Fever,82,,,7,11,,https://ncdc.gov.ng/reports/weekly/2023/8/33
2023,8,33,CSM,1,0,0,,1,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/33
2023,8,33,Yellow Fever,29,0,0,13,26,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/33
2023,8,33,Cholera,1,0,,,1,,https://ncdc.gov.ng/reports/weekly/2023/8/33
2023,8,33,Measles,23,,0,9,13,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/33
2023,8,33,Mpox,8,0,0,6,7,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/33
2023,8,33,AFP,65,0,0,24,51,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/33
2023,8,33,COVID-19,14,0,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/33
2023,8,33,Diphtheria,118,104,,2,14,,https://ncdc.gov.ng/reports/weekly/2023/8/33
2023,8,35,Lassa Fever,109,,0,14,38,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/35
2023,8,35,CSM,1,0,0,1,1,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/35
2023,8,35,Yellow Fever,47,0,,17,33,,https://ncdc.gov.ng/reports/weekly/2023/8/35
2023,8,35,Cholera,76,,,5,5,,https://ncdc.gov.ng/reports/weekly/2023/8/35
2023,8,35,Measles,15,,0,10,15,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/35
2023,8,35,Mpox,4,0,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/35
2023,8,35,AFP,16,0,0,11,13,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/35
2023,8,35,COVID-19,7525,1085,0,3,19,0.0,https://ncdc.gov.ng/reports/weekly/2023/8/35
2023,8,35,Diphtheria,667,553,,3,18,,https://ncdc.gov.ng/reports/weekly/2023/8/35
2023,9,36,Lassa Fever,85,,0,8,19,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/36
2023,9,36,CSM,2,0,0,,1,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/36
2023,9,36,Yellow Fever,48,0,0,17,40,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/36
2023,9,36,Cholera,71,,,3,6,,https://ncdc.gov.ng/reports/weekly/2023/9/36
2023,9,36,Measles,86,0,0,19,71,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/36
2023,9,36,AFP,1871,0,0,35,121,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/36
2023,9,36,COVID-19,900,0,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/36
2023,9,36,Diphtheria,763,590,15,3,22,1.97,https://ncdc.gov.ng/reports/weekly/2023/9/36
2023,9,37,Lassa Fever,79,,0,10,36,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/37
2023,9,37,CSM,4,0,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/37
2023,9,37,Yellow Fever,47,0,0,18,31,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/37
2023,9,37,Cholera,43,,,3,8,,https://ncdc.gov.ng/reports/weekly/2023/9/37
2023,9,37,Measles,68,0,0,18,67,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/37
2023,9,37,AFP,1871,0,0,35,118,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/37
2023,9,37,COVID-19,459,,0,3,31,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/37
2023,9,37,Diphtheria,533,449,,5,28,,https://ncdc.gov.ng/reports/weekly/2023/9/37
2023,9,38,Lassa Fever,107,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/38
2023,9,38,CSM,3,,0,,2,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/38
2023,9,38,Yellow Fever,29,,0,16,23,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/38
2023,9,38,Cholera,27,0,,,2,,https://ncdc.gov.ng/reports/weekly/2023/9/38
2023,9,38,Measles,26,0,0,12,21,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/38
2023,9,38,AFP,177,0,0,30,52,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/38
2023,9,38,COVID-19,6232,,0,,5,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/38
2023,9,38,Diphtheria,33,,0,6,28,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/38
2023,9,39,Lassa Fever,96,,,7,25,,https://ncdc.gov.ng/reports/weekly/2023/9/39
2023,9,39,Yellow Fever,14,0,0,10,10,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/39
2023,9,39,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2023/9/39
2023,9,39,Measles,12,0,0,8,10,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/39
2023,9,39,AFP,123,0,0,17,,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/39
2023,9,39,COVID-19,39,0,0,2,4,0.0,https://ncdc.gov.ng/reports/weekly/2023/9/39
2023,9,39,Diphtheria,178,105,,6,31,,https://ncdc.gov.ng/reports/weekly/2023/9/39
2024,1,1,Lassa Fever,190,53,,13,27,,https://ncdc.gov.ng/reports/weekly/2024/1/1
2024,1,1,CSM,59,,,10,24,,https://ncdc.gov.ng/reports/weekly/2024/1/1
2024,1,1,Yellow Fever,52,0,0,21,44,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/1
2024,1,1,Cholera,91,0,,7,,,https://ncdc.gov.ng/reports/weekly/2024/1/1
2024,1,1,Measles,725,60,,32,127,,https://ncdc.gov.ng/reports/weekly/2024/1/1
2024,1,1,Mpox,3,0,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/1
2024,1,1,AFP,143,0,0,34,120,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/1
2024,1,1,COVID-19,12,,0,4,7,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/1
2024,1,1,Diphtheria,581,300,,8,16,,https://ncdc.gov.ng/reports/weekly/2024/1/1
2024,1,2,Lassa Fever,296,81,16,15,30,5.41,https://ncdc.gov.ng/reports/weekly/2024/1/2
2024,1,2,CSM,76,,,9,21,,https://ncdc.gov.ng/reports/weekly/2024/1/2
2024,1,2,Yellow Fever,71,0,0,24,56,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/2
2024,1,2,Cholera,86,0,0,8,17,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/2
2024,1,2,Measles,637,86,,28,140,,https://ncdc.gov.ng/reports/weekly/2024/1/2
2024,1,2,Mpox,6,0,0,6,6,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/2
2024,1,2,AFP,137,0,0,31,112,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/2
2024,1,2,COVID-19,11,,,4,7,,https://ncdc.gov.ng/reports/weekly/2024/1/2
2024,1,2,Diphtheria,584,283,,10,70,,https://ncdc.gov.ng/reports/weekly/2024/1/2
2024,1,3,Lassa Fever,406,77,21,16,33,5.17,https://ncdc.gov.ng/reports/weekly/2024/1/3
2024,1,3,CSM,120,,,9,30,,https://ncdc.gov.ng/reports/weekly/2024/1/3
2024,1,3,Yellow Fever,75,0,0,25,62,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/3
2024,1,3,Cholera,80,0,,11,20,,https://ncdc.gov.ng/reports/weekly/2024/1/3
2024,1,3,Measles,668,107,,36,175,,https://ncdc.gov.ng/reports/weekly/2024/1/3
2024,1,3,Mpox,15,0,0,6,9,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/3
2024,1,3,AFP,150,0,0,32,125,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/3
2024,1,3,COVID-19,21,21,,3,21,,https://ncdc.gov.ng/reports/weekly/2024/1/3
2024,1,3,Diphtheria,506,275,,9,56,,https://ncdc.gov.ng/reports/weekly/2024/1/3
2024,1,4,Lassa Fever,347,47,,20,22,,https://ncdc.gov.ng/reports/weekly/2024/1/4
2024,1,4,CSM,159,,,12,24,,https://ncdc.gov.ng/reports/weekly/2024/1/4
2024,1,4,Yellow Fever,51,0,0,25,41,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/4
2024,1,4,Measles,744,117,,33,167,,https://ncdc.gov.ng/reports/weekly/2024/1/4
2024,1,4,Mpox,30,2,0,9,19,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/4
2024,1,4,AFP,159,0,0,32,132,0.0,https://ncdc.gov.ng/reports/weekly/2024/1/4
2024,1,4,COVID-19,45,45,,5,19,,https://ncdc.gov.ng/reports/weekly/2024/1/4
2024,1,4,Diphtheria,505,282,,9,62,,https://ncdc.gov.ng/reports/weekly/2024/1/4
2024,2,5,Lassa Fever,429,70,,23,28,,https://ncdc.gov.ng/reports/weekly/2024/2/5
2024,2,5,CSM,81,,,9,27,,https://ncdc.gov.ng/reports/weekly/2024/2/5
2024,2,5,Yellow Fever,63,0,0,26,51,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/5
2024,2,5,Cholera,79,0,,11,23,,https://ncdc.gov.ng/reports/weekly/2024/2/5
2024,2,5,Measles,780,142,,35,206,,https://ncdc.gov.ng/reports/weekly/2024/2/5
2024,2,5,Mpox,10,0,0,3,8,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/5
2024,2,5,AFP,176,0,0,31,137,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/5
2024,2,5,COVID-19,79,79,,6,30,,https://ncdc.gov.ng/reports/weekly/2024/2/5
2024,2,5,Diphtheria,505,282,,9,62,,https://ncdc.gov.ng/reports/weekly/2024/2/5
2024,2,6,CSM,70,,,7,24,,https://ncdc.gov.ng/reports/weekly/2024/2/6
2024,2,6,Yellow Fever,73,,0,25,55,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/6
2024,2,6,Cholera,74,0,,9,20,,https://ncdc.gov.ng/reports/weekly/2024/2/6
2024,2,6,Measles,630,114,,35,236,,https://ncdc.gov.ng/reports/weekly/2024/2/6
2024,2,6,Mpox,25,,0,9,14,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/6
2024,2,6,AFP,184,0,0,32,140,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/6
2024,2,6,COVID-19,188,188,,7,38,,https://ncdc.gov.ng/reports/weekly/2024/2/6
2024,2,6,Diphtheria,517,222,,9,53,,https://ncdc.gov.ng/reports/weekly/2024/2/6
2024,2,7,Lassa Fever,507,66,13,21,32,2.56,https://ncdc.gov.ng/reports/weekly/2024/2/7
2024,2,7,CSM,148,,,10,30,,https://ncdc.gov.ng/reports/weekly/2024/2/7
2024,2,7,Yellow Fever,84,0,0,29,73,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/7
2024,2,7,Cholera,114,0,,14,19,,https://ncdc.gov.ng/reports/weekly/2024/2/7
2024,2,7,Measles,699,130,,35,263,,https://ncdc.gov.ng/reports/weekly/2024/2/7
2024,2,7,Mpox,27,,0,11,18,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/7
2024,2,7,AFP,175,,0,34,141,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/7
2024,2,7,COVID-19,108,108,,10,39,,https://ncdc.gov.ng/reports/weekly/2024/2/7
2024,2,7,Diphtheria,694,359,,8,56,,https://ncdc.gov.ng/reports/weekly/2024/2/7
2024,2,8,Lassa Fever,585,,23,26,39,3.93,https://ncdc.gov.ng/reports/weekly/2024/2/8
2024,2,8,CSM,262,,,14,39,,https://ncdc.gov.ng/reports/weekly/2024/2/8
2024,2,8,Yellow Fever,54,0,0,24,45,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/8
2024,2,8,Cholera,87,0,,10,21,,https://ncdc.gov.ng/reports/weekly/2024/2/8
2024,2,8,Measles,729,99,,34,256,,https://ncdc.gov.ng/reports/weekly/2024/2/8
2024,2,8,Mpox,42,0,0,16,23,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/8
2024,2,8,AFP,185,0,0,31,140,0.0,https://ncdc.gov.ng/reports/weekly/2024/2/8
2024,2,8,COVID-19,114,114,,15,43,,https://ncdc.gov.ng/reports/weekly/2024/2/8
2024,2,8,Diphtheria,635,347,,8,52,,https://ncdc.gov.ng/reports/weekly/2024/2/8
2024,3,9,Lassa Fever,694,109,20,32,51,2.88,https://ncdc.gov.ng/reports/weekly/2024/3/9
2024,3,9,CSM,315,12,,11,38,,https://ncdc.gov.ng/reports/weekly/2024/3/9
2024,3,9,Yellow Fever,52,0,0,23,42,0.0,https://ncdc.gov.ng/reports/weekly/2024/3/9
2024,3,9,Cholera,93,,,13,24,,https://ncdc.gov.ng/reports/weekly/2024/3/9
