year,month,epi_week,disease,suspected_cases,confirmed_cases,deaths,states_affected,lgas_affected,cfr_pct,report_url
2019,8,34,Cholera,49,12,0,,3,0.0,https://ncdc.gov.ng/reports/weekly/2019/8/34
2019,8,34,Measles,294,,0,26,120,0.0,https://ncdc.gov.ng/reports/weekly/2019/8/34
2019,8,34,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2019/8/34
2019,8,34,AFP,70,,,27,63,,https://ncdc.gov.ng/reports/weekly/2019/8/34
2019,9,35,Lassa Fever,73,14,,10,15,,https://ncdc.gov.ng/reports/weekly/2019/9/35
2019,9,35,CSM,16,,0,4,6,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/35
2019,9,35,Yellow Fever,44,0,0,13,34,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/35
2019,9,35,Cholera,33,11,0,2,5,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/35
2019,9,35,Measles,307,,0,27,123,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/35
2019,9,35,Mpox,2,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/35
2019,9,35,AFP,74,,,25,66,,https://ncdc.gov.ng/reports/weekly/2019/9/35
2019,9,36,Lassa Fever,83,9,0,13,15,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/36
2019,9,36,CSM,21,,0,7,,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/36
2019,9,36,Yellow Fever,92,,,20,52,,https://ncdc.gov.ng/reports/weekly/2019/9/36
2019,9,36,Cholera,36,13,0,3,5,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/36
2019,9,36,Measles,337,,0,29,139,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/36
2019,9,36,Mpox,2,0,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/36
2019,9,36,AFP,82,,0,25,75,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/36
2019,9,37,Lassa Fever,63,,,11,15,,https://ncdc.gov.ng/reports/weekly/2019/9/37
2019,9,37,CSM,23,,0,7,12,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/37
2019,9,37,Yellow Fever,117,,,26,73,,https://ncdc.gov.ng/reports/weekly/2019/9/37
2019,9,37,Cholera,21,,0,2,4,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/37
2019,9,37,Measles,327,,,29,140,,https://ncdc.gov.ng/reports/weekly/2019/9/37
2019,9,37,Mpox,4,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/37
2019,9,37,AFP,109,,0,31,93,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/37
2019,9,38,Lassa Fever,100,,,10,14,,https://ncdc.gov.ng/reports/weekly/2019/9/38
2019,9,38,CSM,24,,0,5,12,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/38
2019,9,38,Yellow Fever,89,,,23,52,,https://ncdc.gov.ng/reports/weekly/2019/9/38
2019,9,38,Cholera,32,11,0,2,4,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/38
2019,9,38,Measles,314,,0,28,138,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/38
2019,9,38,Mpox,6,,0,4,5,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/38
2019,9,38,AFP,107,,0,30,98,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/38
2019,9,39,Lassa Fever,108,13,,10,12,,https://ncdc.gov.ng/reports/weekly/2019/9/39
2019,9,39,CSM,23,,,5,11,,https://ncdc.gov.ng/reports/weekly/2019/9/39
2019,9,39,Yellow Fever,116,,,23,70,,https://ncdc.gov.ng/reports/weekly/2019/9/39
2019,9,39,Cholera,31,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/39
2019,9,39,Measles,260,,0,27,115,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/39
2019,9,39,Mpox,3,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/39
2019,9,39,AFP,101,,0,31,86,0.0,https://ncdc.gov.ng/reports/weekly/2019/9/39
2020,1,1,Lassa Fever,98,18,,9,16,,https://ncdc.gov.ng/reports/weekly/2020/1/1
2020,1,1,CSM,10,,,3,5,,https://ncdc.gov.ng/reports/weekly/2020/1/1
2020,1,1,Yellow Fever,19,,0,11,17,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/1
2020,1,1,Cholera,33,,,2,2,,https://ncdc.gov.ng/reports/weekly/2020/1/1
2020,1,1,Measles,183,,,21,83,,https://ncdc.gov.ng/reports/weekly/2020/1/1
2020,1,1,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/1/1
2020,1,1,AFP,33,,0,14,29,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/1
2020,1,2,Lassa Fever,158,64,12,10,14,7.59,https://ncdc.gov.ng/reports/weekly/2020/1/2
2020,1,2,CSM,7,,0,6,7,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/2
2020,1,2,Yellow Fever,44,,0,16,36,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/2
2020,1,2,Cholera,19,,,3,3,,https://ncdc.gov.ng/reports/weekly/2020/1/2
2020,1,2,Measles,370,,0,30,132,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/2
2020,1,2,Mpox,4,,0,3,4,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/2
2020,1,2,AFP,69,,0,27,64,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/2
2020,1,3,Lassa Fever,159,81,10,6,17,6.29,https://ncdc.gov.ng/reports/weekly/2020/1/3
2020,1,3,CSM,9,,0,4,8,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/3
2020,1,3,Yellow Fever,34,,0,14,30,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/3
2020,1,3,Cholera,20,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/3
2020,1,3,Measles,470,,,30,136,,https://ncdc.gov.ng/reports/weekly/2020/1/3
2020,1,3,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/1/3
2020,1,3,AFP,93,,0,30,85,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/3
2020,1,4,Lassa Fever,318,95,19,19,56,5.97,https://ncdc.gov.ng/reports/weekly/2020/1/4
2020,1,4,CSM,14,,0,6,9,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/4
2020,1,4,Yellow Fever,32,,0,14,28,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/4
2020,1,4,Cholera,74,,,3,4,,https://ncdc.gov.ng/reports/weekly/2020/1/4
2020,1,4,Measles,591,,,29,171,,https://ncdc.gov.ng/reports/weekly/2020/1/4
2020,1,4,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/1/4
2020,1,4,AFP,90,,0,27,79,0.0,https://ncdc.gov.ng/reports/weekly/2020/1/4
2020,10,42,Lassa Fever,94,,,3,6,,https://ncdc.gov.ng/reports/weekly/2020/10/42
2020,10,42,CSM,5,,0,3,4,0.0,https://ncdc.gov.ng/reports/weekly/2020/10/42
2020,10,42,Yellow Fever,28,,0,11,23,0.0,https://ncdc.gov.ng/reports/weekly/2020/10/42
2020,10,42,Cholera,103,,11,4,7,10.68,https://ncdc.gov.ng/reports/weekly/2020/10/42
2020,10,42,Measles,119,,0,17,61,0.0,https://ncdc.gov.ng/reports/weekly/2020/10/42
2020,10,42,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/10/42
2020,10,42,AFP,74,,0,24,63,0.0,https://ncdc.gov.ng/reports/weekly/2020/10/42
2020,10,43,Lassa Fever,51,,,4,14,,https://ncdc.gov.ng/reports/weekly/2020/10/43
2020,10,43,CSM,8,,,2,3,,https://ncdc.gov.ng/reports/weekly/2020/10/43
2020,10,43,Yellow Fever,27,,0,11,24,0.0,https://ncdc.gov.ng/reports/weekly/2020/10/43
2020,10,43,Cholera,48,,0,5,5,0.0,https://ncdc.gov.ng/reports/weekly/2020/10/43
2020,10,43,Measles,76,,0,12,39,0.0,https://ncdc.gov.ng/reports/weekly/2020/10/43
2020,10,43,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/10/43
2020,10,43,AFP,63,,0,23,61,0.0,https://ncdc.gov.ng/reports/weekly/2020/10/43
2020,11,44,Lassa Fever,79,,,6,28,,https://ncdc.gov.ng/reports/weekly/2020/11/44
2020,11,44,CSM,11,,0,4,5,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/44
2020,11,44,Yellow Fever,44,,0,12,28,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/44
2020,11,44,Cholera,53,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/44
2020,11,44,Measles,89,,0,18,55,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/44
2020,11,44,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/11/44
2020,11,44,AFP,84,,0,24,74,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/44
2020,11,45,Lassa Fever,98,,,2,2,,https://ncdc.gov.ng/reports/weekly/2020/11/45
2020,11,45,CSM,10,,0,4,5,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/45
2020,11,45,Yellow Fever,48,,0,11,25,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/45
2020,11,45,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/11/45
2020,11,45,Measles,139,,0,14,52,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/45
2020,11,45,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/11/45
2020,11,45,AFP,99,,0,26,87,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/45
2020,11,46,Lassa Fever,91,,,1,2,,https://ncdc.gov.ng/reports/weekly/2020/11/46
2020,11,46,CSM,5,,0,2,4,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/46
2020,11,46,Yellow Fever,98,,,16,37,,https://ncdc.gov.ng/reports/weekly/2020/11/46
2020,11,46,Cholera,14,,0,2,4,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/46
2020,11,46,Measles,167,,,19,64,,https://ncdc.gov.ng/reports/weekly/2020/11/46
2020,11,46,AFP,99,,0,27,82,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/46
2020,11,47,Lassa Fever,81,,,5,5,,https://ncdc.gov.ng/reports/weekly/2020/11/47
2020,11,47,CSM,12,,0,5,6,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/47
2020,11,47,Yellow Fever,129,,0,21,56,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/47
2020,11,47,Cholera,19,,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/47
2020,11,47,Measles,122,,0,20,63,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/47
2020,11,47,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/11/47
2020,11,47,AFP,103,,0,28,87,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/47
2020,11,48,Lassa Fever,133,,,3,4,,https://ncdc.gov.ng/reports/weekly/2020/11/48
2020,11,48,CSM,4,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/48
2020,11,48,Yellow Fever,283,,,20,54,,https://ncdc.gov.ng/reports/weekly/2020/11/48
2020,11,48,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/11/48
2020,11,48,Measles,157,,,19,62,,https://ncdc.gov.ng/reports/weekly/2020/11/48
2020,11,48,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/11/48
2020,11,48,AFP,104,,0,24,83,0.0,https://ncdc.gov.ng/reports/weekly/2020/11/48
2020,12,49,Lassa Fever,69,,,2,4,,https://ncdc.gov.ng/reports/weekly/2020/12/49
2020,12,49,CSM,2,,0,,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/49
2020,12,49,Yellow Fever,163,,,19,30,,https://ncdc.gov.ng/reports/weekly/2020/12/49
2020,12,49,Cholera,21,,,,,,https://ncdc.gov.ng/reports/weekly/2020/12/49
2020,12,49,Measles,97,,0,18,58,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/49
2020,12,49,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/12/49
2020,12,49,AFP,79,,0,25,70,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/49
2020,12,50,Lassa Fever,59,,0,10,28,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/50
2020,12,50,CSM,5,,0,2,4,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/50
2020,12,50,Yellow Fever,55,,0,18,29,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/50
2020,12,50,Cholera,4,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/50
2020,12,50,Measles,95,,0,18,63,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/50
2020,12,50,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/12/50
2020,12,50,AFP,80,,0,24,68,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/50
2020,12,51,Lassa Fever,78,,,2,10,,https://ncdc.gov.ng/reports/weekly/2020/12/51
2020,12,51,CSM,2,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/51
2020,12,51,Yellow Fever,98,,0,14,31,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/51
2020,12,51,Cholera,2,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/51
2020,12,51,Measles,161,0,0,19,51,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/51
2020,12,51,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/12/51
2020,12,51,AFP,76,,0,23,59,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/51
2020,12,52,Lassa Fever,64,,,4,4,,https://ncdc.gov.ng/reports/weekly/2020/12/52
2020,12,52,CSM,1,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/52
2020,12,52,Yellow Fever,36,,0,11,18,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/52
2020,12,52,Measles,71,0,,15,31,,https://ncdc.gov.ng/reports/weekly/2020/12/52
2020,12,52,Mpox,1,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/52
2020,12,52,AFP,49,,0,21,43,0.0,https://ncdc.gov.ng/reports/weekly/2020/12/52
2020,2,5,Lassa Fever,531,104,,15,39,,https://ncdc.gov.ng/reports/weekly/2020/2/5
2020,2,5,CSM,18,,0,4,10,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/5
2020,2,5,Yellow Fever,34,,0,19,25,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/5
2020,2,5,Cholera,198,,,,5,,https://ncdc.gov.ng/reports/weekly/2020/2/5
2020,2,5,Measles,391,,,30,147,,https://ncdc.gov.ng/reports/weekly/2020/2/5
2020,2,5,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/2/5
2020,2,5,AFP,102,,0,30,89,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/5
2020,2,6,Lassa Fever,482,109,,19,43,,https://ncdc.gov.ng/reports/weekly/2020/2/6
2020,2,6,CSM,10,,0,5,8,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/6
2020,2,6,Yellow Fever,37,,0,17,21,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/6
2020,2,6,Cholera,257,,,,6,,https://ncdc.gov.ng/reports/weekly/2020/2/6
2020,2,6,Measles,521,17,,30,180,,https://ncdc.gov.ng/reports/weekly/2020/2/6
2020,2,6,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/2/6
2020,2,6,AFP,74,,0,22,63,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/6
2020,2,7,Lassa Fever,471,115,18,16,41,3.82,https://ncdc.gov.ng/reports/weekly/2020/2/7
2020,2,7,CSM,15,,0,6,11,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/7
2020,2,7,Yellow Fever,42,,0,20,37,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/7
2020,2,7,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/2/7
2020,2,7,Measles,779,,,29,183,,https://ncdc.gov.ng/reports/weekly/2020/2/7
2020,2,7,Mpox,2,,0,,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/7
2020,2,7,AFP,104,,0,31,88,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/7
2020,2,8,Lassa Fever,456,102,13,18,46,2.85,https://ncdc.gov.ng/reports/weekly/2020/2/8
2020,2,8,CSM,15,,0,6,10,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/8
2020,2,8,Yellow Fever,25,,0,14,23,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/8
2020,2,8,Cholera,1,,,,,,https://ncdc.gov.ng/reports/weekly/2020/2/8
2020,2,8,Measles,871,,,29,186,,https://ncdc.gov.ng/reports/weekly/2020/2/8
2020,2,8,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/2/8
2020,2,8,AFP,105,,0,28,96,0.0,https://ncdc.gov.ng/reports/weekly/2020/2/8
2020,3,10,Lassa Fever,387,81,10,28,34,2.58,https://ncdc.gov.ng/reports/weekly/2020/3/10
2020,3,10,CSM,13,,0,5,8,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/10
2020,3,10,CSM,13,,0,5,8,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/10
2020,3,10,Yellow Fever,27,,0,10,22,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/10
2020,3,10,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/3/10
2020,3,10,Measles,921,,,26,199,,https://ncdc.gov.ng/reports/weekly/2020/3/10
2020,3,10,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/3/10
2020,3,10,AFP,85,,0,29,78,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/10
2020,3,11,Lassa Fever,319,51,,11,28,,https://ncdc.gov.ng/reports/weekly/2020/3/11
2020,3,11,CSM,11,,0,6,8,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/11
2020,3,11,Yellow Fever,35,,0,11,29,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/11
2020,3,11,Cholera,7,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/11
2020,3,11,Measles,1092,12,0,27,131,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/11
2020,3,11,AFP,92,,0,29,79,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/11
2020,3,12,Lassa Fever,279,28,,11,17,,https://ncdc.gov.ng/reports/weekly/2020/3/12
2020,3,12,CSM,46,,,7,16,,https://ncdc.gov.ng/reports/weekly/2020/3/12
2020,3,12,Yellow Fever,33,,0,12,28,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/12
2020,3,12,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/3/12
2020,3,12,Measles,1069,,0,26,206,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/12
2020,3,12,AFP,104,,0,30,97,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/12
2020,3,13,Lassa Fever,182,19,,7,14,,https://ncdc.gov.ng/reports/weekly/2020/3/13
2020,3,13,CSM,18,,,4,11,,https://ncdc.gov.ng/reports/weekly/2020/3/13
2020,3,13,Yellow Fever,29,,0,12,21,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/13
2020,3,13,Cholera,6,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/13
2020,3,13,Measles,894,,,23,149,,https://ncdc.gov.ng/reports/weekly/2020/3/13
2020,3,13,Mpox,2,,,,,,https://ncdc.gov.ng/reports/weekly/2020/3/13
2020,3,13,AFP,61,,0,24,57,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/13
2020,3,9,Lassa Fever,443,85,11,28,107,2.48,https://ncdc.gov.ng/reports/weekly/2020/3/9
2020,3,9,CSM,8,,0,3,5,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/9
2020,3,9,Yellow Fever,48,,0,19,43,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/9
2020,3,9,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/3/9
2020,3,9,Measles,764,0,,29,180,,https://ncdc.gov.ng/reports/weekly/2020/3/9
2020,3,9,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/3/9
2020,3,9,AFP,81,,0,28,97,0.0,https://ncdc.gov.ng/reports/weekly/2020/3/9
2020,4,14,Lassa Fever,136,12,,14,24,,https://ncdc.gov.ng/reports/weekly/2020/4/14
2020,4,14,CSM,17,,0,8,11,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/14
2020,4,14,Yellow Fever,17,,0,4,13,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/14
2020,4,14,Cholera,7,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/14
2020,4,14,Measles,837,,15,22,123,1.79,https://ncdc.gov.ng/reports/weekly/2020/4/14
2020,4,14,Mpox,1,,0,,,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/14
2020,4,14,AFP,40,,0,22,39,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/14
2020,4,15,Lassa Fever,99,,0,5,6,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/15
2020,4,15,CSM,11,,0,4,8,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/15
2020,4,15,Yellow Fever,24,,0,7,21,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/15
2020,4,15,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/4/15
2020,4,15,Measles,632,,,21,113,,https://ncdc.gov.ng/reports/weekly/2020/4/15
2020,4,15,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/4/15
2020,4,15,AFP,48,,0,22,44,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/15
2020,4,16,Lassa Fever,89,,0,3,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/16
2020,4,16,CSM,5,,0,3,5,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/16
2020,4,16,Yellow Fever,24,,0,9,17,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/16
2020,4,16,Cholera,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/4/16
2020,4,16,Measles,606,,,21,104,,https://ncdc.gov.ng/reports/weekly/2020/4/16
2020,4,16,Mpox,0,,,,,,https://ncdc.gov.ng/reports/weekly/2020/4/16
2020,4,16,AFP,71,,0,25,63,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/16
2020,4,17,Lassa Fever,85,,0,12,38,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/17
2020,4,17,CSM,6,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/17
2020,4,17,Yellow Fever,18,,0,7,15,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/17
2020,4,17,Cholera,97,,14,2,2,14.43,https://ncdc.gov.ng/reports/weekly/2020/4/17
2020,4,17,Measles,313,,0,18,80,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/17
2020,4,17,AFP,47,,0,23,39,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/17
2020,4,17,AFP,47,,0,23,39,0.0,https://ncdc.gov.ng/reports/weekly/2020/4/17
2020,5,18,Lassa Fever,64,,,15,37,,https://ncdc.gov.ng/reports/weekly/2020/5/18
2020,5,18,CSM,12,,0,4,6,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/18
2020,5,18,Yellow Fever,10,,0,8,9,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/18
2020,5,18,Measles,338,,0,17,86,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/18
2020,5,18,AFP,57,,0,23,51,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/18
2020,5,19,Lassa Fever,72,,,4,5,,https://ncdc.gov.ng/reports/weekly/2020/5/19
2020,5,19,CSM,2,,0,2,2,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/19
2020,5,19,Yellow Fever,14,,0,6,12,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/19
2020,5,19,Cholera,1,,,,,,https://ncdc.gov.ng/reports/weekly/2020/5/19
2020,5,19,Measles,298,,,15,71,,https://ncdc.gov.ng/reports/weekly/2020/5/19
2020,5,19,AFP,58,,0,23,53,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/19
2020,5,20,Lassa Fever,68,,,3,5,,https://ncdc.gov.ng/reports/weekly/2020/5/20
2020,5,20,CSM,8,,0,4,6,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/20
2020,5,20,Yellow Fever,8,,0,6,7,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/20
2020,5,20,Measles,155,,,7,41,,https://ncdc.gov.ng/reports/weekly/2020/5/20
2020,5,20,AFP,44,,0,20,39,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/20
2020,5,21,Lassa Fever,80,,,10,37,,https://ncdc.gov.ng/reports/weekly/2020/5/21
2020,5,21,CSM,1,,0,,1,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/21
2020,5,21,Yellow Fever,10,,0,6,7,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/21
2020,5,21,Measles,94,,0,13,39,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/21
2020,5,21,AFP,66,,0,23,62,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/21
2020,5,22,Lassa Fever,78,,0,10,35,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/22
2020,5,22,Yellow Fever,13,,0,6,12,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/22
2020,5,22,Measles,388,,,20,74,,https://ncdc.gov.ng/reports/weekly/2020/5/22
2020,5,22,AFP,77,,0,25,70,0.0,https://ncdc.gov.ng/reports/weekly/2020/5/22
2020,6,23,Lassa Fever,91,,0,2,4,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/23
2020,6,23,CSM,3,,,3,3,,https://ncdc.gov.ng/reports/weekly/2020/6/23
2020,6,23,Yellow Fever,17,,0,11,17,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/23
2020,6,23,Measles,420,,14,20,88,3.33,https://ncdc.gov.ng/reports/weekly/2020/6/23
2020,6,23,AFP,126,,0,26,110,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/23
2020,6,24,Lassa Fever,74,,,2,3,,https://ncdc.gov.ng/reports/weekly/2020/6/24
2020,6,24,Yellow Fever,12,,0,5,12,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/24
2020,6,24,Measles,162,,0,15,44,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/24
2020,6,24,AFP,104,,0,29,86,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/24
2020,6,25,Lassa Fever,56,,,10,23,,https://ncdc.gov.ng/reports/weekly/2020/6/25
2020,6,25,CSM,5,0,0,2,3,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/25
2020,6,25,Yellow Fever,18,,0,12,16,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/25
2020,6,25,Measles,155,,0,15,64,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/25
2020,6,25,AFP,125,,0,28,108,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/25
2020,6,26,Lassa Fever,67,,,5,9,,https://ncdc.gov.ng/reports/weekly/2020/6/26
2020,6,26,CSM,4,0,0,4,4,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/26
2020,6,26,Yellow Fever,15,,0,5,13,0.0,https://ncdc.gov.ng/reports/weekly/2020/6/26
