cause,effect,f_statistic,p_value,lag_weeks,causal
Ekiti Kaduna,Kastina Kano Bauchi,938.874798190185,1.8134375977049946e-48,3,True
Ekiti Kaduna,Cross River Borno ,1329.8704507267014,1.0540867758322002e-52,3,True
Ekiti Kaduna,Ebonyi Lagos Edo,1329.8704507267016,1.0540867758322002e-52,3,True
Ekiti Kaduna,Abia Kano Ekiti,726.5323629546446,4.087622433531418e-46,5,True
Ekiti Kaduna,Jigawa Yobe,726.5323629546454,4.087622433531338e-46,5,True
Ekiti Kaduna,Zamfara Borno Kano,726.5323629546455,4.087622433531338e-46,5,True
Ekiti Kaduna,Kano Zamfara Bauchi,726.5323629546446,4.087622433531418e-46,5,True
Ekiti Kaduna,Oyo Kebbi Kastina,460.6239627099536,1.1800562485318022e-40,6,True
Ekiti Kaduna,Gombe Osun Yobe,571.5621353846267,7.245296004061217e-43,6,True
Ekiti Kaduna,Borno Gombe Kaduna,571.5621353846268,7.245296004061163e-43,6,True
Bayelsa Bauchi,Kano,3.981315500567199,0.003995441895783387,5,True
Bayelsa Bauchi,Borno,9.71461906627932,1.4643024151428753e-06,5,True
Bayelsa Bauchi,Bauchi Borno Kastina,25.20579973674179,1.0562210465416068e-12,5,True
Bayelsa Bauchi,Kaduna Kano,769.827077225515,6.2550526153140186e-46,6,True
Bayelsa Bauchi,Kawara Plateau,6020.1962755264,3.0325770924632134e-64,1,True
Bayelsa Bauchi,Kogi Kano Adawama,296.69632418326484,1.6150797823608822e-25,1,True
Bayelsa Bauchi,Abuja Koji Gombe,6020.1962755264,3.0325770924632134e-64,1,True
Bayelsa Bauchi,Lagos Gombe Kogi,37.008089165124936,3.387042411032056e-11,2,True
Bayelsa Bauchi,Kastina Kano Bauchi,1859.8795680950345,1.0486094030717817e-54,2,True
Bayelsa Bauchi,Cross River Borno ,2869.5382691013647,2.7782561788855013e-60,2,True
Bayelsa Bauchi,Adamawa Bauchi Borno,385.46648337029774,7.782802339820442e-39,6,True
Bayelsa Bauchi,Ebonyi Lagos Edo,2869.538269101364,2.778256178885517e-60,2,True
Bayelsa Bauchi,Abia Kano Ekiti,1294.372613869353,6.524666972947484e-53,4,True
Bayelsa Bauchi,Jigawa Yobe,1294.3726138693544,6.524666972947307e-53,4,True
Bayelsa Bauchi,Zamfara Borno Kano,1294.3726138693557,6.524666972947107e-53,4,True
Bayelsa Bauchi,Kano Zamfara Bauchi,1294.372613869355,6.524666972947197e-53,4,True
Bayelsa Bauchi,Oyo Kebbi Kastina,750.6405014997825,1.799536262013804e-46,5,True
Bayelsa Bauchi,Gombe Osun Yobe,979.0089103822097,2.2400926081952393e-49,5,True
Bayelsa Bauchi,Borno Gombe Kaduna,979.0089103822085,2.240092608195328e-49,5,True
Bayelsa Bauchi,Nil,282.5844646689592,1.1072379634078252e-35,6,True
Yobe Zamfara,Lagos,18.44940872146331,5.688309305887899e-07,2,True
Yobe Zamfara,Rivers,4.681626347732079,0.005481152174862722,3,True
Yobe Zamfara,Ogun,4.157219234518383,0.009861503324046856,3,True
Yobe Zamfara,Borno Kaduna Oyo,9.348338700657061,0.0002923113042163726,2,True
Yobe Zamfara,Oyo,6.214616361254552,0.0035246903981254723,2,True
Yobe Zamfara,Kaduna Kano,3.167212904851816,0.010660999795907391,6,True
Yobe Zamfara,Kawara Plateau,25.20453711236416,4.50236971164328e-06,1,True
Yobe Zamfara,Kogi Kano Adawama,20.07661073127464,3.203617704953839e-05,1,True
Yobe Zamfara,Abuja Koji Gombe,25.20453711236414,4.502369711643328e-06,1,True
Yobe Zamfara,Lagos Gombe Kogi,5.090646748786552,0.009076041249599393,2,True
Yobe Zamfara,Kastina Kano Bauchi,11.841133464410149,4.629503466338912e-05,2,True
Yobe Zamfara,Cross River Borno ,11.981404772254024,4.187247567986193e-05,2,True
Yobe Zamfara,Adamawa Bauchi Borno,3.0632327087705846,0.012803986943590175,6,True
Yobe Zamfara,Ebonyi Lagos Edo,11.981404772253995,4.187247567986278e-05,2,True
Yobe Zamfara,Abia Kano Ekiti,5.371563502026901,0.0010256046838355835,4,True
Yobe Zamfara,Jigawa Yobe,5.3715635020269215,0.0010256046838355557,4,True
Yobe Zamfara,Zamfara Borno Kano,5.3715635020269135,0.0010256046838355726,4,True
Yobe Zamfara,Kano Zamfara Bauchi,5.371563502026913,0.0010256046838355726,4,True
Yobe Zamfara,Oyo Kebbi Kastina,4.022260820111585,0.003748152267804085,5,True
Yobe Zamfara,Gombe Osun Yobe,4.049956479038764,0.0035898152977098495,5,True
Yobe Zamfara,Borno Gombe Kaduna,4.04995647903875,0.003589815297709924,5,True
Yobe Zamfara,Nil,3.036860372830793,0.013413840030163297,6,True
Yobe Zamfara,Lga,8.702358595405748,1.6984400044169058e-05,4,True
Yobe Zamfara,Lagos Ibadan,12.416712092436129,2.3453530704743264e-06,3,True
Yobe Zamfara,Oyo Osun,12.399764001776497,2.380795340075356e-06,3,True
Yobe Zamfara,Kano Kebbi,12.4539234905686,2.269436110810201e-06,3,True
Yobe Zamfara,7 Lga,12.45392349056861,2.269436110810179e-06,3,True
Yobe Zamfara,Lagos Oyo Uyo,12.453923490568622,2.269436110810152e-06,3,True
Yobe Zamfara,Lagos Gombe Bauchi,25.204537112364182,4.502369711643257e-06,1,True
Yobe Zamfara,Kano Kastina ,25.204537112364136,4.502369711643328e-06,1,True
Yobe Zamfara,Jos Abia,25.20453711236418,4.502369711643257e-06,1,True
Yobe Zamfara,Ekiti Ondo,11.98140477225401,4.187247567986237e-05,2,True
Yobe Zamfara,Borno Kaduna Kano,11.981404772254011,4.187247567986237e-05,2,True
Yobe Zamfara,Gombe Bauchi,11.981404772254011,4.187247567986237e-05,2,True
Yobe Zamfara,Owo,7.574889581157566,0.00023847647870742708,3,True
Yobe Zamfara,Borno Kaduna,7.288843420039186,0.0003206506790232191,3,True
Adamawa,Kano,5.369413023554102,0.00048518818230604423,5,True
Adamawa,Borno,8.632527316726476,5.584320825835409e-06,5,True
Adamawa,Bauchi Borno Kastina,40.492480900690374,1.319376465512588e-16,5,True
Adamawa,Kaduna Kano,528.0223210568446,4.711066623856384e-42,6,True
Adamawa,Kawara Plateau,4206.530466022304,2.118010566452477e-59,1,True
Adamawa,Kogi Kano Adawama,330.6599088651817,9.33387670993468e-27,1,True
Adamawa,Abuja Koji Gombe,4206.530466022306,2.118010566452435e-59,1,True
Adamawa,Lagos Gombe Kogi,36.574622267208994,4.115061321993759e-11,2,True
Adamawa,Kastina Kano Bauchi,1447.1085041337078,1.7032001490961857e-51,2,True
Adamawa,Cross River Borno ,2004.9663573741461,1.1400414169704133e-55,2,True
Adamawa,Adamawa Bauchi Borno,327.40936215885455,3.565491760465615e-37,6,True
Adamawa,Ebonyi Lagos Edo,2004.9663573741452,1.1400414169704286e-55,2,True
Adamawa,Abia Kano Ekiti,904.4726742805179,9.195250766759332e-49,4,True
Adamawa,Jigawa Yobe,904.472674280517,9.195250766759595e-49,4,True
Adamawa,Zamfara Borno Kano,904.4726742805171,9.195250766759561e-49,4,True
Adamawa,Kano Zamfara Bauchi,904.4726742805178,9.19525076675936e-49,4,True
Adamawa,Oyo Kebbi Kastina,562.0787091051504,2.5488440629359472e-43,5,True
Adamawa,Gombe Osun Yobe,684.2112317347496,1.8454669298685986e-45,5,True
Adamawa,Borno Gombe Kaduna,684.2112317347485,1.8454669298686708e-45,5,True
Adamawa,Nil,540.7011388705074,2.6899193296527028e-42,6,True
Plateau Zamfara,Kano,4.256980650508666,0.0026035632726824735,5,True
Plateau Zamfara,Borno,9.661308312563706,1.5617710430201726e-06,5,True
Plateau Zamfara,Anambra Bauchi Kaduna,5.853714471123427,0.0014776591131350346,3,True
Plateau Zamfara,Bauchi Borno Kastina,27.250099081270882,2.6037226534361407e-13,5,True
Plateau Zamfara,Kaduna Kano,17123.67795791753,3.753668656055083e-78,6,True
Plateau Zamfara,Kawara Plateau,134540.97340930678,1.3018144288246087e-106,1,True
Plateau Zamfara,Kogi Kano Adawama,318.8299411701721,2.4474517096764835e-26,1,True
Plateau Zamfara,Abuja Koji Gombe,134540.97340930675,1.30181442882466e-106,1,True
Plateau Zamfara,Lagos Gombe Kogi,38.30572539975148,1.9051290784910048e-11,2,True
Plateau Zamfara,Kastina Kano Bauchi,5182.7178980937015,6.334479999809325e-68,2,True
Plateau Zamfara,Cross River Borno ,64083.98062871393,1.2736655199811744e-100,2,True
Plateau Zamfara,Adamawa Bauchi Borno,866.07395371196,3.8126002755333084e-47,6,True
Plateau Zamfara,Ebonyi Lagos Edo,64083.98062871394,1.273665519981165e-100,2,True
Plateau Zamfara,Abia Kano Ekiti,28857.386487110754,3.4162582639178954e-89,4,True
Plateau Zamfara,Jigawa Yobe,28857.38648711076,3.416258263917874e-89,4,True
Plateau Zamfara,Zamfara Borno Kano,28857.386487110773,3.4162582639178396e-89,4,True
Plateau Zamfara,Kano Zamfara Bauchi,28857.386487110747,3.4162582639179226e-89,4,True
Plateau Zamfara,Oyo Kebbi Kastina,3043.8762952766515,7.414339986766676e-62,5,True
Plateau Zamfara,Gombe Osun Yobe,21812.940098600193,1.2414343260679864e-83,5,True
Plateau Zamfara,Borno Gombe Kaduna,21812.94009860015,1.2414343260680354e-83,5,True
Plateau Zamfara,Nil,458.5200899179415,1.3144281123118049e-40,6,True
Kawara Plateau,Kano,3.206944702143265,0.013594507810711424,5,True
Kawara Plateau,Borno,9.664336936595614,1.556057555699015e-06,5,True
Kawara Plateau,Anambra Bauchi Kaduna,140626.1719450478,3.2241675443381616e-110,3,True
Kawara Plateau,Kano Kaduna,8.508093170651875,2.8560063734914815e-06,6,True
Kawara Plateau,Bauchi Borno Kastina,19.47728735356292,5.705581585569188e-10,4,True
Kawara Plateau,Lagos Gombe Kogi,80.73538039239104,6.865893319987105e-13,1,True
Kawara Plateau,Kastina Kano Bauchi,11963.224804030246,1.4348470681517032e-73,1,True
Kawara Plateau,Adamawa Bauchi Borno,1175.976301234506,2.189716755508353e-51,5,True
Kawara Plateau,Oyo Kebbi Kastina,4759.343562599056,4.345094568323979e-68,4,True
Kawara Plateau,Nil,605.39148374946,3.973513893159962e-44,5,True
Kawara Plateau,Adamawa Kano Osun,705.729141270732,4.918626333559663e-45,6,True
Kawara Plateau,Crossriver Boron,60.80203095646317,9.567905431908937e-21,6,True
Kogi Kano Adawama,Borno,3.5715142053351627,0.007611081917193871,5,True
Kogi Kano Adawama,Kano Kaduna,6.086465236403194,8.994502848174445e-05,6,True
Kogi Kano Adawama,Bauchi Borno Kastina,11.86835857007415,5.465980495974009e-07,4,True
Kogi Kano Adawama,Kaduna Kano,52.008067472515215,7.614878433459472e-19,5,True
Kogi Kano Adawama,Lagos Gombe Kogi,53.297883932225986,5.971934132638754e-10,1,True
Kogi Kano Adawama,Kastina Kano Bauchi,308.14746548180517,5.999253374791753e-26,1,True
Kogi Kano Adawama,Cross River Borno ,320.5613674390671,2.121455420936603e-26,1,True
Kogi Kano Adawama,Adamawa Bauchi Borno,48.5203584029677,3.261026688173827e-18,5,True
Kogi Kano Adawama,Ebonyi Lagos Edo,320.5613674390669,2.121455420936645e-26,1,True
Kogi Kano Adawama,Abia Kano Ekiti,96.72977034119126,2.422784808465762e-22,3,True
Kogi Kano Adawama,Jigawa Yobe,96.7297703411913,2.4227848084657146e-22,3,True
Kogi Kano Adawama,Zamfara Borno Kano,96.72977034119127,2.4227848084657386e-22,3,True
Kogi Kano Adawama,Kano Zamfara Bauchi,96.72977034119126,2.422784808465762e-22,3,True
Kogi Kano Adawama,Oyo Kebbi Kastina,67.10011141275675,2.6218296777654237e-20,4,True
Kogi Kano Adawama,Gombe Osun Yobe,68.75815526520466,1.518859736601862e-20,4,True
Kogi Kano Adawama,Borno Gombe Kaduna,68.75815526520441,1.518859736601993e-20,4,True
Kogi Kano Adawama,Nil,60.38178857465923,3.1434684446307775e-20,5,True
Kogi Kano Adawama,Adamawa Kano Osun,37.708278135526285,1.5360960094392354e-16,6,True
Kogi Kano Adawama,Crossriver Boron,21.831246181358605,3.4313635265854823e-12,6,True
Kogi Kano Adawama,Lagos Gombe Bauchi,9.446584190357038,0.0031245613831318094,1,True
Kogi Kano Adawama,Kano Kastina ,9.44658419035702,0.0031245613831318493,1,True
Kogi Kano Adawama,Jos Abia,9.446584190357019,0.0031245613831318493,1,True
Kogi Kano Adawama,Ekiti Ondo,4.490648014352412,0.015226392511181377,2,True
Kogi Kano Adawama,Borno Kaduna Kano,4.490648014352416,0.01522639251118131,2,True
Kogi Kano Adawama,Gombe Bauchi,4.4906480143524155,0.01522639251118131,2,True
Kogi Kano Adawama,Owo,2.8393556883984874,0.04586764854697688,3,True
Abuja Koji Gombe,Kano,3.206944702143267,0.013594507810711424,5,True
Abuja Koji Gombe,Borno,9.66433693659561,1.556057555699015e-06,5,True
Abuja Koji Gombe,Anambra Bauchi Kaduna,140626.17194504783,3.2241675443381616e-110,3,True
Abuja Koji Gombe,Kano Kaduna,8.508093170651875,2.8560063734914815e-06,6,True
Abuja Koji Gombe,Bauchi Borno Kastina,19.477287353562936,5.705581585569125e-10,4,True
Abuja Koji Gombe,Lagos Gombe Kogi,80.73538039239102,6.865893319987105e-13,1,True
Abuja Koji Gombe,Kastina Kano Bauchi,11963.224804030244,1.4348470681517032e-73,1,True
Abuja Koji Gombe,Adamawa Bauchi Borno,1175.976301234506,2.189716755508353e-51,5,True
Abuja Koji Gombe,Oyo Kebbi Kastina,4759.343562599054,4.345094568324014e-68,4,True
Abuja Koji Gombe,Nil,605.39148374946,3.973513893159962e-44,5,True
Abuja Koji Gombe,Adamawa Kano Osun,705.7291412707319,4.918626333559698e-45,6,True
Abuja Koji Gombe,Crossriver Boron,60.80203095646316,9.56790543190897e-21,6,True
Lagos Gombe Kogi,Kosofe Lga,18.423429799325493,5.780577552230645e-07,2,True
Lagos Gombe Kogi,Borno,2.4146520349337157,0.04856910093318645,5,True
Lagos Gombe Kogi,Kano Kaduna,3.7846675185371867,0.0055252300743101725,5,True
Lagos Gombe Kogi,Bauchi Borno Kastina,8.932059683822617,6.072879301046647e-05,3,True
Lagos Gombe Kogi,Kaduna Kano,17.28528247129195,3.4848675819829725e-09,4,True
Lagos Gombe Kogi,Adamawa Bauchi Borno,23.918565656651662,2.0283010314684436e-11,4,True
Lagos Gombe Kogi,Abia Kano Ekiti,38.45221557512905,1.7865384179185102e-11,2,True
Lagos Gombe Kogi,Jigawa Yobe,38.45221557512906,1.7865384179185102e-11,2,True
Lagos Gombe Kogi,Zamfara Borno Kano,38.45221557512905,1.7865384179185102e-11,2,True
Lagos Gombe Kogi,Kano Zamfara Bauchi,38.452215575129046,1.786538417918518e-11,2,True
Lagos Gombe Kogi,Oyo Kebbi Kastina,24.246817549986744,3.057172965306731e-10,3,True
Lagos Gombe Kogi,Gombe Osun Yobe,24.340354201904788,2.876894747422544e-10,3,True
Lagos Gombe Kogi,Borno Gombe Kaduna,24.340354201904788,2.876894747422544e-10,3,True
Lagos Gombe Kogi,Nil,16.626595420077045,6.148741249316243e-09,4,True
Lagos Gombe Kogi,Adamawa Kano Osun,14.500552267093866,7.812140926307233e-09,5,True
Lagos Gombe Kogi,Crossriver Boron,10.29694929571244,7.314109403142282e-07,5,True
Lagos Gombe Kogi,Kano Kastina Yobe,11.314622233377667,7.67024259618261e-08,6,True
Lagos Gombe Kogi,Borno Yobe Kano,11.314622233377648,7.670242596182778e-08,6,True
Lagos Gombe Kogi,Crossriver Lagos Oyo,11.31462223337767,7.670242596182578e-08,6,True
Lagos Gombe Kogi,Ekiti Oyo,11.652447265222298,4.648058124492906e-06,3,True
Lagos Gombe Kogi,Akure Jos,11.652447265222284,4.648058124492972e-06,3,True
Lagos Gombe Kogi,Kebbi Bayelsa,11.65244726522229,4.648058124492928e-06,3,True
Lagos Gombe Kogi,Abuja Lagos Ondo,11.652447265222298,4.648058124492906e-06,3,True
Lagos Gombe Kogi,Gombe Damaturu,11.65244726522229,4.648058124492928e-06,3,True
Lagos Gombe Kogi,Abia Eboniyi Ekiti,18.423882587893935,5.778956229576547e-07,2,True
Lagos Gombe Kogi,Bayelsa Borno,8.26724195726596,2.816125242946128e-05,4,True
Lagos Gombe Kogi,Lagos Kano,8.18310132002994,3.108503846710525e-05,4,True
Lagos Gombe Kogi,Osun Oyo Yobe,6.213970590575452,0.0001430699529813821,5,True
Lagos Gombe Kogi,Lagos Ondo,6.236574273690662,0.00013855938218394046,5,True
Lagos Gombe Kogi,Bayelsa Kano Kabbi,5.043099730591637,0.00044299465168428764,6,True
Kastina Kano Bauchi,Borno,9.304508653173746,2.41347624374681e-06,5,True
Kastina Kano Bauchi,Kano Kaduna,9.865845619442101,1.3228077382370894e-06,5,True
Kastina Kano Bauchi,Bauchi Borno Kastina,29.640536280929062,1.1159370070516039e-11,3,True
Kastina Kano Bauchi,Kaduna Kano,2566.233635430187,7.103155266576538e-61,4,True
Kastina Kano Bauchi,Adamawa Bauchi Borno,585.1670607449494,9.388952891674036e-44,4,True
Kastina Kano Bauchi,Abia Kano Ekiti,5697.985526652567,3.746107910552334e-69,2,True
Kastina Kano Bauchi,Jigawa Yobe,5697.985526652568,3.746107910552311e-69,2,True
Kastina Kano Bauchi,Zamfara Borno Kano,5697.9855266525665,3.7461079105523457e-69,2,True
Kastina Kano Bauchi,Kano Zamfara Bauchi,5697.985526652567,3.746107910552334e-69,2,True
Kastina Kano Bauchi,Oyo Kebbi Kastina,2300.9626675508,2.0514938216122607e-59,3,True
Kastina Kano Bauchi,Gombe Osun Yobe,3609.639313368731,5.973157316529587e-65,3,True
Kastina Kano Bauchi,Borno Gombe Kaduna,3609.639313368733,5.973157316529587e-65,3,True
Kastina Kano Bauchi,Nil,596.824845513115,5.58030556207924e-44,4,True
Kastina Kano Bauchi,Adamawa Kano Osun,600.9238319143665,4.783698866098197e-44,5,True
Kastina Kano Bauchi,Crossriver Boron,73.51007092272454,4.2124498363876747e-22,5,True
Kastina Kano Bauchi,Kano Kastina Yobe,1521.5933578122244,5.64738257346431e-53,6,True
Kastina Kano Bauchi,Borno Yobe Kano,1521.5933578122238,5.647382573464388e-53,6,True
Kastina Kano Bauchi,Crossriver Lagos Oyo,1521.5933578122233,5.647382573464403e-53,6,True
Cross River Borno ,Borno,9.667108752916327,1.5508475237658696e-06,5,True
Cross River Borno ,Anambra Bauchi Kaduna,59293.09072006892,4.2896928663840635e-91,6,True
Cross River Borno ,Kano Kaduna,9.938829223160617,1.2131424513882566e-06,5,True
Cross River Borno ,Bauchi Borno Kastina,30.439199761785087,7.0497535775531406e-12,3,True
Cross River Borno ,Adamawa Bauchi Borno,786.1940581973885,3.8027472025716136e-47,4,True
Cross River Borno ,Oyo Kebbi Kastina,6695.7272198629225,1.4424489538515546e-72,3,True
Cross River Borno ,Nil,800.7434578513128,2.33778634828816e-47,4,True
Cross River Borno ,Adamawa Kano Osun,899.4067484752183,1.9000727112002256e-48,5,True
Cross River Borno ,Crossriver Boron,77.51681934279236,1.2903071307919432e-22,5,True
Adamawa Bauchi Borno,Kano Kaduna,27.64661649029123,3.37698454152736e-09,2,True
Adamawa Bauchi Borno,Kaduna Kano,13.345425437736463,1.2547218104088815e-07,4,True
Adamawa Bauchi Borno,Abia Kano Ekiti,13.042372881355908,1.6864699767323968e-07,4,True
Adamawa Bauchi Borno,Jigawa Yobe,13.042372881355943,1.686469976732335e-07,4,True
Adamawa Bauchi Borno,Zamfara Borno Kano,13.042372881355947,1.686469976732335e-07,4,True
Adamawa Bauchi Borno,Kano Zamfara Bauchi,13.042372881355924,1.686469976732379e-07,4,True
Adamawa Bauchi Borno,Oyo Kebbi Kastina,10.490369666526966,5.830575026016984e-07,5,True
Adamawa Bauchi Borno,Gombe Osun Yobe,13.042372881355975,1.6864699767322888e-07,4,True
Adamawa Bauchi Borno,Borno Gombe Kaduna,13.042372881355902,1.6864699767324053e-07,4,True
Adamawa Bauchi Borno,Nil,4.587517744158695,0.0029143217755378224,4,True
Adamawa Bauchi Borno,Adamawa Kano Osun,2146.7540026574907,2.182855382212617e-50,1,True
Adamawa Bauchi Borno,Crossriver Boron,410.58919166204544,2.7201656407441067e-29,1,True
Adamawa Bauchi Borno,Kano Kastina Yobe,1751.186142631261,6.199524917087988e-54,2,True
Adamawa Bauchi Borno,Borno Yobe Kano,1751.1861426312607,6.199524917087988e-54,2,True
Adamawa Bauchi Borno,Crossriver Lagos Oyo,1751.1861426312607,6.199524917087988e-54,2,True
Adamawa Bauchi Borno,Ebonyi ,1110.3418523969412,1.6631083540132916e-50,3,True
Adamawa Bauchi Borno,Cross River Bayelsa,1110.3418523969412,1.6631083540132916e-50,3,True
Adamawa Bauchi Borno,Ondo,98.26337597150246,4.05789538742055e-24,4,True
Adamawa Bauchi Borno,Bayelsa,153.02637179768695,1.506848554646668e-29,6,True
Adamawa Bauchi Borno,Kano Crossriver,789.9620071769054,3.3497415494161743e-47,4,True
Adamawa Bauchi Borno,Ondo Ebonyi,1149.3778930944857,3.903200026504448e-51,5,True
Adamawa Bauchi Borno,Kano Adamawa,1149.3778930944857,3.903200026504448e-51,5,True
Adamawa Bauchi Borno,Ebonyi Katsina,1149.3778930944836,3.9032000265046016e-51,5,True
Adamawa Bauchi Borno,Ogbia Yenogog,901.5326600507144,1.469056560906036e-47,6,True
Adamawa Bauchi Borno,Katsina,901.5326600507149,1.4690565609060233e-47,6,True
Ebonyi Lagos Edo,Borno,9.667108752916333,1.5508475237658626e-06,5,True
Ebonyi Lagos Edo,Anambra Bauchi Kaduna,59293.090720068954,4.2896928663840047e-91,6,True
Ebonyi Lagos Edo,Kano Kaduna,9.938829223160624,1.2131424513882505e-06,5,True
Ebonyi Lagos Edo,Bauchi Borno Kastina,30.439199761785094,7.049753577553037e-12,3,True
Ebonyi Lagos Edo,Adamawa Bauchi Borno,786.1940581973884,3.8027472025716354e-47,4,True
Ebonyi Lagos Edo,Oyo Kebbi Kastina,6695.727219862924,1.4424489538515546e-72,3,True
Ebonyi Lagos Edo,Nil,800.743457851313,2.3377863482881476e-47,4,True
Ebonyi Lagos Edo,Adamawa Kano Osun,899.4067484752183,1.9000727112002256e-48,5,True
Ebonyi Lagos Edo,Crossriver Boron,77.51681934279237,1.2903071307919432e-22,5,True
Abia Kano Ekiti,Borno,9.665710441862174,1.5534735887817967e-06,5,True
Abia Kano Ekiti,Anambra Bauchi Kaduna,59294.25089692039,4.2876791974699594e-91,6,True
Abia Kano Ekiti,Kano Kaduna,13.257715603621358,1.490346137060033e-07,4,True
Abia Kano Ekiti,Bauchi Borno Kastina,100.31267020622745,1.1786287698844706e-14,1,True
Abia Kano Ekiti,Kaduna Kano,78174.23287362426,3.286471219960947e-103,2,True
Abia Kano Ekiti,Adamawa Bauchi Borno,1751.3330999178897,6.184199714457722e-54,2,True
Abia Kano Ekiti,Oyo Kebbi Kastina,22188.33799630617,5.478382729490027e-82,1,True
Abia Kano Ekiti,Nil,1770.0402969701404,4.520336989951951e-54,2,True
Abia Kano Ekiti,Adamawa Kano Osun,1674.3148797910153,1.6166336392258915e-55,3,True
Abia Kano Ekiti,Crossriver Boron,144.40884409621987,1.3359020028484934e-26,3,True
Abia Kano Ekiti,Ondo,70.41057860161666,4.280796202335079e-22,6,True
Abia Kano Ekiti,Bayelsa,48.00301479499127,1.261455956582768e-18,6,True
Jigawa Yobe,Borno,9.665710441862174,1.5534735887817967e-06,5,True
Jigawa Yobe,Anambra Bauchi Kaduna,59294.25089692045,4.2876791974698564e-91,6,True
Jigawa Yobe,Kano Kaduna,13.257715603621362,1.490346137060022e-07,4,True
Jigawa Yobe,Bauchi Borno Kastina,100.31267020622745,1.1786287698844706e-14,1,True
Jigawa Yobe,Kaduna Kano,78174.23287362426,3.286471219960947e-103,2,True
Jigawa Yobe,Adamawa Bauchi Borno,1751.3330999178897,6.184199714457722e-54,2,True
Jigawa Yobe,Oyo Kebbi Kastina,22188.33799630617,5.478382729490027e-82,1,True
Jigawa Yobe,Nil,1770.0402969701404,4.520336989951951e-54,2,True
Jigawa Yobe,Adamawa Kano Osun,1674.3148797910153,1.6166336392258915e-55,3,True
Jigawa Yobe,Crossriver Boron,144.40884409621987,1.3359020028484934e-26,3,True
Jigawa Yobe,Ondo,70.41057860161662,4.280796202335146e-22,6,True
Jigawa Yobe,Bayelsa,48.00301479499126,1.2614559565827807e-18,6,True
Zamfara Borno Kano,Borno,9.665710441862174,1.5534735887817967e-06,5,True
Zamfara Borno Kano,Anambra Bauchi Kaduna,59294.250896920435,4.287679197469896e-91,6,True
Zamfara Borno Kano,Kano Kaduna,13.257715603621353,1.4903461370600364e-07,4,True
Zamfara Borno Kano,Bauchi Borno Kastina,100.31267020622744,1.1786287698844706e-14,1,True
Zamfara Borno Kano,Kaduna Kano,78174.23287362425,3.2864712199609565e-103,2,True
Zamfara Borno Kano,Adamawa Bauchi Borno,1751.3330999178904,6.184199714457631e-54,2,True
Zamfara Borno Kano,Oyo Kebbi Kastina,22188.33799630617,5.478382729490027e-82,1,True
Zamfara Borno Kano,Nil,1770.0402969701406,4.5203369899519285e-54,2,True
Zamfara Borno Kano,Adamawa Kano Osun,1674.3148797910158,1.6166336392258915e-55,3,True
Zamfara Borno Kano,Crossriver Boron,144.40884409621987,1.3359020028484934e-26,3,True
Zamfara Borno Kano,Ondo,70.41057860161665,4.280796202335084e-22,6,True
Zamfara Borno Kano,Bayelsa,48.00301479499117,1.2614559565828265e-18,6,True
Kano Zamfara Bauchi,Borno,9.665710441862174,1.5534735887817967e-06,5,True
Kano Zamfara Bauchi,Anambra Bauchi Kaduna,59294.250896920465,4.2876791974698357e-91,6,True
Kano Zamfara Bauchi,Kano Kaduna,13.25771560362135,1.4903461370600433e-07,4,True
Kano Zamfara Bauchi,Bauchi Borno Kastina,100.31267020622745,1.1786287698844706e-14,1,True
Kano Zamfara Bauchi,Kaduna Kano,78174.23287362426,3.286471219960947e-103,2,True
Kano Zamfara Bauchi,Adamawa Bauchi Borno,1751.3330999178904,6.184199714457631e-54,2,True
Kano Zamfara Bauchi,Oyo Kebbi Kastina,22188.337996306174,5.478382729490027e-82,1,True
Kano Zamfara Bauchi,Nil,1770.0402969701406,4.5203369899519285e-54,2,True
Kano Zamfara Bauchi,Adamawa Kano Osun,1674.3148797910158,1.6166336392258915e-55,3,True
Kano Zamfara Bauchi,Crossriver Boron,144.40884409621987,1.3359020028484934e-26,3,True
Kano Zamfara Bauchi,Ondo,70.41057860161666,4.280796202335079e-22,6,True
Kano Zamfara Bauchi,Bayelsa,48.00301479499127,1.261455956582768e-18,6,True
Oyo Kebbi Kastina,Kano Kaduna,18.21262770518577,2.2699616108391608e-08,3,True
Oyo Kebbi Kastina,Bauchi Borno Kastina,2.633155447310012,0.044007683147587434,4,True
Oyo Kebbi Kastina,Kaduna Kano,19334.574685468124,4.134417050551477e-80,1,True
Oyo Kebbi Kastina,Adamawa Bauchi Borno,3093.140846762924,2.8879541370184366e-55,1,True
Oyo Kebbi Kastina,Nil,3129.739650898669,2.0082445430932398e-55,1,True
Oyo Kebbi Kastina,Adamawa Kano Osun,2080.5413087626853,3.817877032074758e-56,2,True
Oyo Kebbi Kastina,Crossriver Boron,221.35556754804034,2.0182843917493295e-28,2,True
Oyo Kebbi Kastina,Kano Kastina Yobe,6695.692924838425,1.4426589251269234e-72,3,True
Oyo Kebbi Kastina,Borno Yobe Kano,6695.692924838425,1.4426589251269234e-72,3,True
Oyo Kebbi Kastina,Crossriver Lagos Oyo,6695.692924838425,1.4426589251269234e-72,3,True
Oyo Kebbi Kastina,Ebonyi ,4759.2903353083275,4.3464029786592805e-68,4,True
Oyo Kebbi Kastina,Cross River Bayelsa,4759.290335308328,4.3464029786592665e-68,4,True
