seed_run,fold_test_year,disease,disease_id,context,w_tcn,w_bilstm,w_transformer
42,2020,Cholera,2,quiet,0.18101325631141663,0.7165878415107727,0.10239886492490768
42,2020,Lassa Fever,3,quiet,0.18029721081256866,0.7186840772628784,0.10101870447397232
42,2020,Measles,4,quiet,0.17994090914726257,0.7202059030532837,0.0998532772064209
42,2020,Mpox,5,outbreak,0.18521972000598907,0.7130513787269592,0.10172893106937408
42,2020,Yellow Fever,6,quiet,0.18697373569011688,0.7097766399383545,0.10324964672327042
42,2020,AFP,0,quiet,0.27918076515197754,0.670872688293457,0.04994657263159752
42,2020,CSM,1,quiet,0.2815009653568268,0.6688700318336487,0.04962899163365364
42,2020,Cholera,2,quiet,0.2788240313529968,0.670950174331665,0.050225768238306046
42,2020,Lassa Fever,3,quiet,0.27932223677635193,0.6712834239006042,0.049394313246011734
42,2020,Measles,4,quiet,0.27908816933631897,0.6717613935470581,0.0491504967212677
42,2020,Mpox,5,quiet,0.27683159708976746,0.6724691390991211,0.050699248909950256
42,2020,Yellow Fever,6,quiet,0.28222668170928955,0.6667413115501404,0.051031991839408875
42,2020,AFP,0,quiet,0.3381264805793762,0.6128802299499512,0.04899323359131813
42,2020,CSM,1,quiet,0.34070873260498047,0.6106420755386353,0.04864916205406189
42,2020,Cholera,2,outbreak,0.3377240002155304,0.6130046248435974,0.049271419644355774
42,2020,Lassa Fever,3,quiet,0.3382962644100189,0.6132524013519287,0.048451296985149384
42,2020,Measles,4,quiet,0.33804187178611755,0.6137418150901794,0.04821627959609032
42,2020,Mpox,5,quiet,0.33549895882606506,0.6147372722625732,0.04976383224129677
42,2020,Yellow Fever,6,quiet,0.34148114919662476,0.60850989818573,0.05000898614525795
42,2020,AFP,0,quiet,0.3116706311702728,0.6111264228820801,0.07720287144184113
42,2020,CSM,1,quiet,0.31524187326431274,0.6083654761314392,0.07639265805482864
42,2020,Cholera,2,quiet,0.3116281032562256,0.6117630004882812,0.07660895586013794
42,2020,Lassa Fever,3,quiet,0.3131043016910553,0.6115313768386841,0.07536441832780838
42,2020,Measles,4,quiet,0.31197261810302734,0.6131032705307007,0.07492407411336899
42,2020,Mpox,5,quiet,0.30975377559661865,0.611551821231842,0.0786944180727005
42,2020,Yellow Fever,6,quiet,0.31499868631362915,0.6060830354690552,0.07891823351383209
42,2020,AFP,0,quiet,0.2969798147678375,0.6067349910736084,0.09628520905971527
42,2020,CSM,1,quiet,0.3004874885082245,0.604204535484314,0.09530793130397797
42,2020,Cholera,2,quiet,0.29698362946510315,0.6074576377868652,0.09555870294570923
42,2020,Lassa Fever,3,quiet,0.29850253462791443,0.607455849647522,0.0940416231751442
42,2020,Measles,4,quiet,0.29744353890419006,0.6090579628944397,0.09349846094846725
42,2020,Mpox,5,quiet,0.2950187623500824,0.6068805456161499,0.0981006771326065
42,2020,Yellow Fever,6,quiet,0.3000599443912506,0.6015454530715942,0.09839463979005814
42,2020,AFP,0,quiet,0.25646451115608215,0.5429955720901489,0.20054000616073608
42,2020,CSM,1,quiet,0.2617102563381195,0.5382578372955322,0.20003195106983185
42,2020,Cholera,2,quiet,0.2563362717628479,0.5401068925857544,0.20355679094791412
42,2020,Lassa Fever,3,quiet,0.25704827904701233,0.5410577058792114,0.2018941044807434
42,2020,Measles,4,quiet,0.2578597366809845,0.5438181161880493,0.1983221173286438
42,2020,Mpox,5,quiet,0.2589426338672638,0.5369620323181152,0.20409536361694336
42,2020,Yellow Fever,6,quiet,0.25868457555770874,0.5364042520523071,0.20491114258766174
42,2020,AFP,0,quiet,0.2319205403327942,0.5302211046218872,0.2378583550453186
42,2020,CSM,1,quiet,0.23204022645950317,0.5284498333930969,0.23951004445552826
42,2020,Cholera,2,quiet,0.23322677612304688,0.5272631049156189,0.23951014876365662
42,2020,Lassa Fever,3,quiet,0.23186320066452026,0.5297374129295349,0.2383994311094284
42,2020,Measles,4,quiet,0.22959239780902863,0.5281524062156677,0.24225524067878723
42,2020,Mpox,5,quiet,0.2354184091091156,0.5281692147254944,0.2364124208688736
42,2020,Yellow Fever,6,quiet,0.2329195886850357,0.5308250188827515,0.23625530302524567
42,2020,AFP,0,quiet,0.29967209696769714,0.6266627311706543,0.07366518676280975
42,2020,CSM,1,quiet,0.30232352018356323,0.6249104738235474,0.07276598364114761
42,2020,Cholera,2,quiet,0.30016884207725525,0.6266430616378784,0.0731881633400917
42,2020,Lassa Fever,3,quiet,0.3006734549999237,0.627478837966919,0.07184774428606033
42,2020,Measles,4,quiet,0.3007761240005493,0.6276021003723145,0.07162182778120041
42,2020,Mpox,5,quiet,0.2974207103252411,0.6275625824928284,0.07501677423715591
42,2020,Yellow Fever,6,quiet,0.30291908979415894,0.6217630505561829,0.07531782239675522
42,2020,AFP,0,quiet,0.41252848505973816,0.5040833353996277,0.08338820189237595
42,2020,CSM,1,quiet,0.42312031984329224,0.49582913517951965,0.08105059713125229
42,2020,Cholera,2,quiet,0.40166693925857544,0.5122890472412109,0.08604402095079422
42,2020,Lassa Fever,3,quiet,0.40679389238357544,0.5095899701118469,0.08361617475748062
42,2020,Measles,4,quiet,0.41339898109436035,0.5043710470199585,0.08222995698451996
42,2020,Mpox,5,quiet,0.40624532103538513,0.5082218647003174,0.0855327695608139
42,2020,Yellow Fever,6,quiet,0.41464412212371826,0.5001186728477478,0.08523714542388916
42,2020,AFP,0,quiet,0.343654066324234,0.5828909873962402,0.07345494627952576
42,2020,CSM,1,quiet,0.34959644079208374,0.5782697200775146,0.07213381677865982
42,2020,Cholera,2,quiet,0.33939436078071594,0.5858328342437744,0.07477286458015442
42,2020,Lassa Fever,3,quiet,0.3442484736442566,0.5831615328788757,0.0725899487733841
42,2020,Measles,4,quiet,0.34701910614967346,0.5809604525566101,0.0720205008983612
42,2020,Mpox,5,quiet,0.33838197588920593,0.5864410400390625,0.07517696171998978
42,2020,Yellow Fever,6,quiet,0.34488216042518616,0.5798609852790833,0.07525687664747238
42,2020,AFP,0,quiet,0.28889042139053345,0.6359667181968689,0.07514283061027527
42,2020,CSM,1,quiet,0.29150667786598206,0.6342393159866333,0.07425407320261002
42,2020,Cholera,2,quiet,0.2849631905555725,0.6387697458267212,0.0762670561671257
42,2020,Lassa Fever,3,quiet,0.2866003215312958,0.6388548016548157,0.07454489916563034
42,2020,Measles,4,quiet,0.2917168438434601,0.6346110105514526,0.07367219030857086
42,2020,Mpox,5,quiet,0.28437909483909607,0.6389966607093811,0.0766243115067482
42,2020,Yellow Fever,6,quiet,0.2872270345687866,0.6355107426643372,0.07726230472326279
42,2020,AFP,0,quiet,0.3202728033065796,0.5933918952941895,0.08633531630039215
42,2020,CSM,1,quiet,0.3222180902957916,0.5928865075111389,0.08489534258842468
42,2020,Cholera,2,quiet,0.315303772687912,0.5963102579116821,0.0883859395980835
42,2020,Lassa Fever,3,quiet,0.3174275755882263,0.5967320799827576,0.08584028482437134
42,2020,Measles,4,quiet,0.32580357789993286,0.5890511274337769,0.0851452574133873
42,2020,Mpox,5,quiet,0.3163227438926697,0.595533013343811,0.0881442278623581
42,2020,Yellow Fever,6,quiet,0.3159702718257904,0.5955673456192017,0.08846239000558853
42,2020,AFP,0,quiet,0.2439953088760376,0.6571944355964661,0.09881025552749634
42,2020,CSM,1,quiet,0.2451232522726059,0.6579076051712036,0.09696914255619049
42,2020,Cholera,2,outbreak,0.24241414666175842,0.6560024619102478,0.10158339142799377
42,2020,Lassa Fever,3,outbreak,0.24404992163181305,0.6570286750793457,0.09892144799232483
42,2020,Measles,4,quiet,0.24785560369491577,0.6544790863990784,0.09766533970832825
42,2020,Mpox,5,quiet,0.2426430732011795,0.6571626663208008,0.10019426047801971
42,2020,Yellow Fever,6,quiet,0.2431677281856537,0.6556474566459656,0.10118485987186432
42,2020,AFP,0,quiet,0.25905686616897583,0.6421525478363037,0.09879051893949509
42,2020,CSM,1,quiet,0.2606058120727539,0.6418542861938477,0.0975399762392044
42,2020,Cholera,2,outbreak,0.257556289434433,0.6412661075592041,0.10117757320404053
42,2020,Lassa Fever,3,quiet,0.2589797377586365,0.6422351598739624,0.09878513216972351
42,2020,Measles,4,quiet,0.26332032680511475,0.6392880082130432,0.09739166498184204
42,2020,Mpox,5,quiet,0.25771287083625793,0.6419786810874939,0.10030843317508698
42,2020,Yellow Fever,6,quiet,0.25805234909057617,0.64035964012146,0.10158805549144745
42,2020,AFP,0,quiet,0.2805960178375244,0.6164937615394592,0.10291016101837158
42,2020,CSM,1,quiet,0.28203490376472473,0.6165479421615601,0.10141711682081223
42,2020,Cholera,2,outbreak,0.2789204716682434,0.615726113319397,0.10535339266061783
42,2020,Lassa Fever,3,quiet,0.28059661388397217,0.6164273023605347,0.10297604650259018
42,2020,Measles,4,quiet,0.28423547744750977,0.6150754690170288,0.10068908333778381
42,2020,Mpox,5,quiet,0.2787840962409973,0.6170450448989868,0.10417086631059647
42,2020,Yellow Fever,6,quiet,0.2796061336994171,0.61446613073349,0.1059277206659317
42,2020,AFP,0,quiet,0.3438262641429901,0.5458940267562866,0.11027974635362625
42,2020,CSM,1,quiet,0.3469712734222412,0.5440194606781006,0.10900918394327164
42,2020,Cholera,2,quiet,0.34045645594596863,0.5470324158668518,0.11251115798950195
42,2020,Lassa Fever,3,outbreak,0.34446007013320923,0.5450615882873535,0.11047831177711487
42,2020,Measles,4,quiet,0.35330986976623535,0.5376979112625122,0.10899222642183304
42,2020,Mpox,5,quiet,0.3406963646411896,0.5479448437690735,0.11135868728160858
42,2020,Yellow Fever,6,quiet,0.3411945104598999,0.545703113079071,0.11310231685638428
42,2020,AFP,0,quiet,0.3528166115283966,0.5369372367858887,0.11024622619152069
42,2020,CSM,1,quiet,0.35472193360328674,0.5362796187400818,0.10899839550256729
42,2020,Cholera,2,quiet,0.35050663352012634,0.5371704697608948,0.1123228445649147
42,2020,Lassa Fever,3,outbreak,0.3523693382740021,0.5382301807403564,0.10940048098564148
42,2020,Measles,4,quiet,0.3576502203941345,0.5355541110038757,0.10679567605257034
42,2020,Mpox,5,quiet,0.35033491253852844,0.5387799739837646,0.1108851283788681
42,2020,Yellow Fever,6,outbreak,0.35109254717826843,0.5363264679908752,0.11258098483085632
42,2020,AFP,0,quiet,0.31432196497917175,0.5720931887626648,0.11358486115932465
42,2020,CSM,1,quiet,0.3159293234348297,0.5721352696418762,0.11193536967039108
42,2020,Cholera,2,quiet,0.31241151690483093,0.5713194608688354,0.11626903712749481
42,2020,Lassa Fever,3,quiet,0.314318984746933,0.5720247626304626,0.11365624517202377
42,2020,Measles,4,quiet,0.31906983256340027,0.5696229934692383,0.11130727082490921
42,2020,Mpox,5,quiet,0.312331885099411,0.5726772546768188,0.11499091237783432
42,2020,Yellow Fever,6,outbreak,0.3131066560745239,0.5700176358222961,0.11687570065259933
42,2020,AFP,0,quiet,0.28808075189590454,0.5926763415336609,0.11924293637275696
